transcript,gene,classification,half-life
NONHSAT151616.1,NONHSAG001520.2,Sense,7.285902902
NONHSAT151617.1,NONHSAG001524.3,Sense,4.630453081
NONHSAT151620.1,NONHSAG057789.1,Sense,4.734793453
NONHSAT151623.1,NONHSAG001531.2,Sense,0.381359385
NONHSAT151624.1,NONHSAG001531.2,Sense,0.317885138
NONHSAT151625.1,NONHSAG001531.2,Sense,3.164617581
NONHSAT151632.1,NONHSAG001542.2,Sense,2.269481624
NONHSAT151639.1,NONHSAG001564.2,Sense,10.39771663
NONHSAT151655.1,NONHSAG001590.2,Sense,12.85415856
NONHSAT151662.1,NONHSAG001617.2,Sense,0.731532846
NONHSAT151710.1,NONHSAG001667.3,Sense,0.367015332
NONHSAT151712.1,NONHSAG001667.3,Sense,4.842776048
NONHSAT151729.1,NONHSAG001700.2,Sense,5.326686625
NONHSAT151733.1,NONHSAG057848.1,Sense,13.83477594
NONHSAT151735.1,NONHSAG057850.1,Sense,2.710229916
NONHSAT151745.1,NONHSAG057857.1,Sense,6.255958737
NONHSAT151748.1,NONHSAG001755.2,Sense,2.966926847
NONHSAT151753.1,NONHSAG001764.2,Sense,3.047856599
NONHSAT151754.1,NONHSAG001764.2,Sense,1.129764462
NONHSAT151764.1,NONHSAG057870.1,Sense,7.263983257
NONHSAT151785.1,NONHSAG001835.2,Sense,8.63197542
NONHSAT151794.1,NONHSAG057885.1,Sense,2.889336967
NONHSAT151795.1,NONHSAG001869.2,Sense,4.43577227
NONHSAT151799.1,NONHSAG001874.2,Sense,6.188530668
NONHSAT151803.1,NONHSAG001878.3,Sense,9.377887573
NONHSAT151805.1,NONHSAG001878.3,Sense,8.040433675
NONHSAT151835.1,NONHSAG001937.2,Sense,0.476383086
NONHSAT151869.1,NONHSAG001986.2,Sense,9.830274513
NONHSAT151870.1,NONHSAG057917.1,Sense,4.618311626
NONHSAT151899.1,NONHSAG002011.2,Sense,1.797484518
NONHSAT151930.1,NONHSAG002056.2,Sense,3.414442175
NONHSAT151931.1,NONHSAG002058.2,Sense,5.303049563
NONHSAT151937.1,NONHSAG002073.2,Sense,14.74300602
NONHSAT151938.1,NONHSAG002073.2,Sense,0.924332186
NONHSAT151941.1,NONHSAG057957.1,Sense,1.702228726
NONHSAT151947.1,NONHSAG002098.2,Sense,2.738566334
NONHSAT151950.1,NONHSAG002116.2,Sense,1.546342423
NONHSAT151961.1,NONHSAG002134.2,Sense,1.911419969
NONHSAT151998.1,NONHSAG057983.1,Sense,0.422675789
NONHSAT152060.1,NONHSAG058018.1,Sense,9.239592027
NONHSAT152076.1,NONHSAG058025.1,Sense,4.364039976
NONHSAT152083.1,NONHSAG002395.2,Sense,1.350595402
NONHSAT152084.1,NONHSAG002395.2,Sense,3.854164388
NONHSAT152085.1,NONHSAG002395.2,Sense,1.533400562
NONHSAT152086.1,NONHSAG002395.2,Sense,1.786993056
NONHSAT152087.1,NONHSAG002395.2,Sense,6.222041587
NONHSAT152089.1,NONHSAG058029.1,Sense,6.367495232
NONHSAT152090.1,NONHSAG058030.1,Sense,4.499612205
NONHSAT152093.1,NONHSAG002408.3,Sense,3.75391534
NONHSAT152109.1,NONHSAG002437.2,Sense,0.952674309
NONHSAT152110.1,NONHSAG105491.1,Sense,4.543297259
NONHSAT152118.1,NONHSAG002471.2,Sense,2.767539695
NONHSAT152119.1,NONHSAG002472.2,Sense,6.779334735
NONHSAT152120.1,NONHSAG105494.1,Sense,5.439572239
NONHSAT152121.1,NONHSAG058043.1,Sense,1.623311794
NONHSAT152130.1,NONHSAG002490.2,Sense,3.852419124
NONHSAT152133.1,NONHSAG002497.2,Sense,2.681782809
NONHSAT152134.1,NONHSAG002497.2,Sense,1.41154156
NONHSAT152156.1,NONHSAG002534.2,Sense,4.091635234
NONHSAT152177.1,NONHSAG058071.1,Sense,2.534526372
NONHSAT152189.1,NONHSAG058081.1,Sense,4.443591936
NONHSAT152222.1,NONHSAG002713.2,Sense,2.206747146
NONHSAT152223.1,NONHSAG058097.1,Sense,2.263170537
NONHSAT152224.1,NONHSAG058098.1,Sense,6.827593007
NONHSAT152225.1,NONHSAG058098.1,Sense,0.822067522
NONHSAT152226.1,NONHSAG058098.1,Sense,3.071421063
NONHSAT152228.1,NONHSAG002702.2,Sense,1.740136279
NONHSAT152234.1,NONHSAG058102.1,Sense,7.553793556
NONHSAT152240.1,NONHSAG002727.2,Sense,5.966353753
NONHSAT152280.1,NONHSAG002829.2,Sense,3.383123099
NONHSAT152296.1,NONHSAG058128.2,Sense,2.666580254
NONHSAT152297.1,NONHSAG058129.1,Sense,1.618330924
NONHSAT152299.1,NONHSAG058131.1,Sense,3.53411388
NONHSAT152308.1,NONHSAG002942.2,Sense,2.20299254
NONHSAT152326.1,NONHSAG058150.1,Sense,4.750990393
NONHSAT152327.1,NONHSAG058150.1,Sense,2.608980001
NONHSAT152330.1,NONHSAG002978.3,Sense,2.712693623
NONHSAT152334.1,NONHSAG002996.2,Sense,14.62876708
NONHSAT152335.1,NONHSAG002996.2,Sense,11.28987747
NONHSAT152338.1,NONHSAG002996.2,Sense,5.997491295
NONHSAT152340.1,NONHSAG002996.2,Sense,12.41128072
NONHSAT152341.1,NONHSAG003002.2,Sense,14.64265799
NONHSAT152360.1,NONHSAG003034.2,Sense,14.18281146
NONHSAT152364.1,NONHSAG058169.1,Sense,2.106575218
NONHSAT152367.1,NONHSAG003062.2,Sense,1.824848751
NONHSAT152368.1,NONHSAG003062.2,Sense,7.054875383
NONHSAT152370.1,NONHSAG003068.3,Sense,2.601132927
NONHSAT152377.1,NONHSAG003091.2,Sense,3.122240471
NONHSAT152378.1,NONHSAG003094.3,Sense,4.319342856
NONHSAT152379.1,NONHSAG003094.3,Sense,2.012395857
NONHSAT152382.1,NONHSAG058178.1,Sense,2.487833923
NONHSAT152385.1,NONHSAG058179.1,Sense,10.38790333
NONHSAT152391.1,NONHSAG059492.2,Sense,1.674952181
NONHSAT152402.1,NONHSAG003135.2,Sense,3.721424617
NONHSAT152405.1,NONHSAG058187.1,Sense,1.004613139
NONHSAT152432.1,NONHSAG003196.3,Sense,3.510849111
NONHSAT152502.1,NONHSAG058247.1,Sense,5.319513101
NONHSAT152503.1,NONHSAG058247.1,Sense,16.58902808
NONHSAT152538.1,NONHSAG058264.2,Sense,3.300855144
NONHSAT152600.1,NONHSAG105622.1,Sense,1.762429992
NONHSAT152607.1,NONHSAG003624.2,Sense,2.939980658
NONHSAT152637.1,NONHSAG003694.2,Sense,2.382299236
NONHSAT152645.1,NONHSAG003726.2,Sense,8.885365232
NONHSAT152656.1,NONHSAG058322.1,Sense,5.185196212
NONHSAT152689.1,NONHSAG003817.2,Sense,1.811127105
NONHSAT152690.1,NONHSAG003817.2,Sense,2.73960622
NONHSAT152691.1,NONHSAG003817.2,Sense,3.115733342
NONHSAT152705.1,NONHSAG058355.1,Sense,0.657801273
NONHSAT152709.1,NONHSAG058355.1,Sense,2.935636537
NONHSAT152734.1,NONHSAG058371.1,Sense,2.644974119
NONHSAT152736.1,NONHSAG058373.1,Sense,1.150495653
NONHSAT152747.1,NONHSAG003928.2,Sense,2.552570293
NONHSAT152759.1,NONHSAG003957.2,Sense,0.379113126
NONHSAT152775.1,NONHSAG058395.1,Sense,4.971158151
NONHSAT152780.1,NONHSAG058399.1,Sense,0.818299016
NONHSAT152785.1,NONHSAG058402.1,Sense,4.5129
NONHSAT152795.1,NONHSAG058408.1,Sense,2.490247074
NONHSAT152860.1,NONHSAG004212.2,Sense,10.47415932
NONHSAT152861.1,NONHSAG058446.1,Sense,5.610512182
NONHSAT152863.1,NONHSAG058447.1,Sense,1.997305962
NONHSAT152878.1,NONHSAG058449.1,Sense,2.109626611
NONHSAT152974.1,NONHSAG058484.1,Sense,2.835385828
NONHSAT152976.1,NONHSAG004336.2,Sense,10.94554177
NONHSAT153015.1,NONHSAG058501.1,Sense,2.386154009
NONHSAT153022.1,NONHSAG004410.2,Sense,4.466437543
NONHSAT153023.1,NONHSAG058506.1,Sense,2.023722251
NONHSAT153038.1,NONHSAG004450.2,Sense,1.616156446
NONHSAT153039.1,NONHSAG004450.2,Sense,2.280702688
NONHSAT153043.1,NONHSAG004457.3,Sense,3.194100778
NONHSAT153055.1,NONHSAG004497.2,Sense,1.856716581
NONHSAT153064.1,NONHSAG004517.2,Sense,7.039052185
NONHSAT153065.1,NONHSAG004519.3,Sense,2.144471105
NONHSAT153086.1,NONHSAG058534.1,Sense,3.02349978
NONHSAT153088.1,NONHSAG058536.1,Sense,0.991202915
NONHSAT153106.1,NONHSAG058545.2,Sense,1.273571218
NONHSAT153108.1,NONHSAG004617.2,Sense,5.226883787
NONHSAT153128.1,NONHSAG058557.1,Sense,2.290355185
NONHSAT153134.1,NONHSAG058558.1,Sense,3.363823659
NONHSAT153143.1,NONHSAG058564.1,Sense,2.059203721
NONHSAT153184.1,NONHSAG004699.2,Sense,5.686383832
NONHSAT153188.1,NONHSAG004700.2,Sense,7.714957981
NONHSAT153190.1,NONHSAG058578.1,Sense,6.463659969
NONHSAT153191.1,NONHSAG058579.1,Sense,0.459364425
NONHSAT153195.1,NONHSAG105718.1,Sense,2.754902328
NONHSAT153196.1,NONHSAG105718.1,Sense,3.089109288
NONHSAT153200.1,NONHSAG058582.1,Sense,2.294154353
NONHSAT153201.1,NONHSAG058583.1,Sense,1.493059541
NONHSAT153277.1,NONHSAG004868.3,Sense,14.59557238
NONHSAT153278.1,NONHSAG004868.3,Sense,15.26011763
NONHSAT153279.1,NONHSAG004868.3,Sense,4.864519184
NONHSAT153292.1,NONHSAG058629.1,Sense,1.147889242
NONHSAT153297.1,NONHSAG004906.2,Sense,1.476485377
NONHSAT154870.1,NONHSAG060202.1,Sense,4.933716128
NONHSAT154921.1,NONHSAG005019.2,Sense,2.561161428
NONHSAT155010.1,NONHSAG005096.2,Sense,1.986679728
NONHSAT155022.1,NONHSAG060272.1,Sense,3.88759695
NONHSAT155070.1,NONHSAG060286.1,Sense,0.792561279
NONHSAT155072.1,NONHSAG005179.2,Sense,3.31861199
NONHSAT155073.1,NONHSAG105763.1,Sense,2.576494068
NONHSAT155136.1,NONHSAG005273.3,Sense,0.681452507
NONHSAT155168.1,NONHSAG005322.2,Sense,1.44216607
NONHSAT155174.1,NONHSAG005333.2,Sense,1.711731493
NONHSAT155175.1,NONHSAG005333.2,Sense,3.690650631
NONHSAT155186.1,NONHSAG060351.1,Sense,0.675414141
NONHSAT155195.1,NONHSAG005377.2,Sense,3.094156348
NONHSAT155196.1,NONHSAG005377.2,Sense,14.83576647
NONHSAT155197.1,NONHSAG005377.2,Sense,11.89718051
NONHSAT155201.1,NONHSAG005389.2,Sense,3.450312759
NONHSAT155244.1,NONHSAG005437.2,Sense,4.281873762
NONHSAT155264.1,NONHSAG005483.2,Sense,1.594584843
NONHSAT155266.1,NONHSAG005483.2,Sense,1.047626404
NONHSAT155366.1,NONHSAG060433.1,Sense,5.522540911
NONHSAT155390.1,NONHSAG060443.1,Sense,2.330741149
NONHSAT155392.1,NONHSAG005648.2,Sense,3.07263358
NONHSAT155416.1,NONHSAG060456.1,Sense,3.786290218
NONHSAT155417.1,NONHSAG060457.1,Sense,2.780160511
NONHSAT155530.1,NONHSAG005955.2,Sense,6.635391351
NONHSAT155532.1,NONHSAG060515.1,Sense,6.139549473
NONHSAT155562.1,NONHSAG006016.2,Sense,0.617220822
NONHSAT155597.1,NONHSAG060542.1,Sense,2.273930716
NONHSAT155605.1,NONHSAG060547.1,Sense,4.873614822
NONHSAT155609.1,NONHSAG006100.2,Sense,5.729434703
NONHSAT155610.1,NONHSAG060550.1,Sense,2.307444422
NONHSAT155611.1,NONHSAG060551.1,Sense,1.973517196
NONHSAT155612.1,NONHSAG060551.1,Sense,0.578742473
NONHSAT155635.1,NONHSAG060561.1,Sense,1.315908698
NONHSAT155646.1,NONHSAG006194.2,Sense,0.740210216
NONHSAT155662.1,NONHSAG006220.2,Sense,2.183734204
NONHSAT155669.1,NONHSAG006243.2,Sense,2.219287958
NONHSAT155674.1,NONHSAG006253.2,Sense,6.832961853
NONHSAT155693.1,NONHSAG006279.2,Sense,2.636659567
NONHSAT155731.1,NONHSAG060610.1,Sense,0.819574657
NONHSAT155752.1,NONHSAG060621.1,Sense,0.739425436
NONHSAT155755.1,NONHSAG060624.1,Sense,1.638348608
NONHSAT155793.1,NONHSAG006399.2,Sense,1.860028944
NONHSAT155813.1,NONHSAG060658.1,Sense,6.57140586
NONHSAT155816.1,NONHSAG006432.2,Sense,0.782100336
NONHSAT155821.1,NONHSAG060660.1,Sense,2.146976226
NONHSAT155825.1,NONHSAG060664.1,Sense,8.053829629
NONHSAT155828.1,NONHSAG006457.2,Sense,2.348754579
NONHSAT155864.1,NONHSAG006509.2,Sense,3.932902629
NONHSAT155865.1,NONHSAG006509.2,Sense,5.497184192
NONHSAT155879.1,NONHSAG060690.1,Sense,3.745192557
NONHSAT155882.1,NONHSAG060693.1,Sense,0.542673833
NONHSAT155895.1,NONHSAG060701.1,Sense,3.668870055
NONHSAT155903.1,NONHSAG006598.3,Sense,3.926249855
NONHSAT155904.1,NONHSAG006598.3,Sense,5.679716192
NONHSAT155905.1,NONHSAG006598.3,Sense,1.952149606
NONHSAT155923.1,NONHSAG060717.1,Sense,3.146724875
NONHSAT155925.1,NONHSAG060719.1,Sense,1.68527349
NONHSAT155959.1,NONHSAG006678.3,Sense,6.983632243
NONHSAT155973.1,NONHSAG060745.1,Sense,6.854600194
NONHSAT155975.1,NONHSAG060747.1,Sense,2.30508772
NONHSAT156014.1,NONHSAG060770.1,Sense,4.824054146
NONHSAT156015.1,NONHSAG060771.1,Sense,1.490197815
NONHSAT156089.1,NONHSAG006846.2,Sense,1.244840325
NONHSAT156099.1,NONHSAG060816.1,Sense,1.2744365
NONHSAT156102.1,NONHSAG060819.1,Sense,1.255861092
NONHSAT156145.1,NONHSAG060846.1,Sense,11.78039445
NONHSAT156157.1,NONHSAG060854.1,Sense,2.998918962
NONHSAT156219.1,NONHSAG060882.1,Sense,3.783579365
NONHSAT156249.1,NONHSAG007075.2,Sense,0.958270206
NONHSAT156251.1,NONHSAG007075.2,Sense,2.36666817
NONHSAT156303.1,NONHSAG007119.2,Sense,0.633190787
NONHSAT156306.1,NONHSAG060926.1,Sense,0.611121068
NONHSAT156344.1,NONHSAG060948.1,Sense,0.816360016
NONHSAT156436.1,NONHSAG007216.2,Sense,1.41350926
NONHSAT156440.1,NONHSAG061007.1,Sense,1.78682484
NONHSAT156441.1,NONHSAG061007.1,Sense,2.859071797
NONHSAT156457.1,NONHSAG007258.2,Sense,7.287658036
NONHSAT156469.1,NONHSAG004968.2,Sense,1.894816215
NONHSAT156470.1,NONHSAG004969.2,Sense,1.306173895
NONHSAT156600.1,NONHSAG061076.1,Sense,1.225361557
NONHSAT156603.1,NONHSAG061078.1,Sense,3.446799199
NONHSAT156630.1,NONHSAG061092.1,Sense,1.220662674
NONHSAT156707.1,NONHSAG061123.1,Sense,2.863668087
NONHSAT156713.1,NONHSAG061128.1,Sense,6.999794985
NONHSAT156725.1,NONHSAG005321.3,Sense,3.835681774
NONHSAT156801.1,NONHSAG061177.1,Sense,4.269758488
NONHSAT156818.1,NONHSAG005506.2,Sense,7.648486242
NONHSAT156821.1,NONHSAG005506.2,Sense,5.949254904
NONHSAT156822.1,NONHSAG061186.1,Sense,2.691769437
NONHSAT156833.1,NONHSAG005524.2,Sense,1.558830985
NONHSAT156843.1,NONHSAG061197.1,Sense,1.981765043
NONHSAT156844.1,NONHSAG061197.1,Sense,2.978935345
NONHSAT156855.1,NONHSAG061201.1,Sense,1.727654816
NONHSAT156856.1,NONHSAG061201.1,Sense,1.310666399
NONHSAT156857.1,NONHSAG061201.1,Sense,2.217752173
NONHSAT156858.1,NONHSAG061201.1,Sense,3.276451908
NONHSAT156859.1,NONHSAG061201.1,Sense,20.14315279
NONHSAT156864.1,NONHSAG061205.1,Sense,5.905627954
NONHSAT156905.1,NONHSAG061228.1,Sense,1.175809294
NONHSAT156906.1,NONHSAG061229.1,Sense,2.363903887
NONHSAT156915.1,NONHSAG005689.2,Sense,2.614260584
NONHSAT156916.1,NONHSAG005689.2,Sense,40.33240237
NONHSAT156933.1,NONHSAG005714.3,Sense,5.828123954
NONHSAT156965.1,NONHSAG005772.2,Sense,3.029939914
NONHSAT156966.1,NONHSAG005773.2,Sense,6.955976608
NONHSAT156967.1,NONHSAG005774.2,Sense,1.639775368
NONHSAT156969.1,NONHSAG005887.2,Sense,2.364504353
NONHSAT156970.1,NONHSAG005886.2,Sense,0.824022042
NONHSAT157003.1,NONHSAG061271.1,Sense,1.403560952
NONHSAT157004.1,NONHSAG061272.1,Sense,2.993948327
NONHSAT157072.1,NONHSAG006009.2,Sense,0.466462817
NONHSAT157098.1,NONHSAG061321.1,Sense,7.380110818
NONHSAT157099.1,NONHSAG006064.2,Sense,4.231435194
NONHSAT157106.1,NONHSAG061325.1,Sense,1.689741752
NONHSAT157119.1,NONHSAG061333.1,Sense,17.03128147
NONHSAT157121.1,NONHSAG006146.2,Sense,8.813221936
NONHSAT157134.1,NONHSAG061342.1,Sense,2.652284138
NONHSAT157138.1,NONHSAG006185.2,Sense,1.699112643
NONHSAT157142.1,NONHSAG061347.1,Sense,1.603023684
NONHSAT157144.1,NONHSAG006199.2,Sense,2.674617868
NONHSAT157164.1,NONHSAG006262.2,Sense,1.966920362
NONHSAT157165.1,NONHSAG006262.2,Sense,5.207322021
NONHSAT157189.1,NONHSAG061378.1,Sense,3.129266005
NONHSAT157286.1,NONHSAG006419.2,Sense,3.233618241
NONHSAT157288.1,NONHSAG061427.1,Sense,3.607946407
NONHSAT157336.1,NONHSAG061450.1,Sense,2.400397287
NONHSAT157339.1,NONHSAG006549.2,Sense,3.085234822
NONHSAT157340.1,NONHSAG006549.2,Sense,10.96906778
NONHSAT157341.1,NONHSAG006549.2,Sense,1.314360584
NONHSAT157365.1,NONHSAG006604.2,Sense,4.5873385
NONHSAT157366.1,NONHSAG006606.2,Sense,9.926233731
NONHSAT157371.1,NONHSAG006635.2,Sense,3.186653882
NONHSAT157374.1,NONHSAG006650.2,Sense,2.238512275
NONHSAT157375.1,NONHSAG006651.2,Sense,11.3133516
NONHSAT157383.1,NONHSAG061473.1,Sense,1.516127498
NONHSAT157403.1,NONHSAG006692.2,Sense,1.762199498
NONHSAT157428.1,NONHSAG061505.1,Sense,5.224373873
NONHSAT157436.1,NONHSAG061512.1,Sense,2.480685404
NONHSAT157437.1,NONHSAG061513.1,Sense,2.691344553
NONHSAT157445.1,NONHSAG061518.1,Sense,3.375518451
NONHSAT157480.1,NONHSAG061535.1,Sense,47.79771164
NONHSAT157491.1,NONHSAG061538.1,Sense,1.32545355
NONHSAT157512.1,NONHSAG061548.1,Sense,9.927382514
NONHSAT157528.1,NONHSAG061558.1,Sense,2.754582306
NONHSAT157529.1,NONHSAG006920.2,Sense,47.66219942
NONHSAT157530.1,NONHSAG006920.2,Sense,1.664475062
NONHSAT157545.1,NONHSAG061567.1,Sense,0.93742085
NONHSAT157567.1,NONHSAG006965.2,Sense,8.67675871
NONHSAT157568.1,NONHSAG106184.1,Sense,6.8634727
NONHSAT157573.1,NONHSAG006973.2,Sense,1.354971737
NONHSAT157574.1,NONHSAG006973.2,Sense,3.076954146
NONHSAT157575.1,NONHSAG006973.2,Sense,2.528766751
NONHSAT157576.1,NONHSAG006979.3,Sense,0.670727251
NONHSAT157583.1,NONHSAG006988.2,Sense,19.87942008
NONHSAT157586.1,NONHSAG006996.2,Sense,6.405013012
NONHSAT157632.1,NONHSAG007083.2,Sense,2.823905834
NONHSAT157658.1,NONHSAG061622.1,Sense,1.512416435
NONHSAT157681.1,NONHSAG061629.1,Sense,4.436038584
NONHSAT157682.1,NONHSAG061630.1,Sense,2.739145934
NONHSAT157684.1,NONHSAG007144.2,Sense,2.302865473
NONHSAT157688.1,NONHSAG061634.1,Sense,5.671009043
NONHSAT157699.1,NONHSAG061636.1,Sense,1.64309588
NONHSAT157762.1,NONHSAG061676.2,Sense,1.982013398
NONHSAT157789.1,NONHSAG061691.1,Sense,3.118963062
NONHSAT158683.1,NONHSAG062585.1,Sense,0.362073674
NONHSAT158684.1,NONHSAG062585.1,Sense,3.926472598
NONHSAT158685.1,NONHSAG062585.1,Sense,11.57871281
NONHSAT158687.1,NONHSAG062586.1,Sense,9.097394235
NONHSAT158691.1,NONHSAG062588.1,Sense,18.53318546
NONHSAT158704.1,NONHSAG007376.2,Sense,1.117192402
NONHSAT158705.1,NONHSAG007376.2,Sense,0.416851381
NONHSAT158734.1,NONHSAG106238.1,Sense,4.743360539
NONHSAT158735.1,NONHSAG106238.1,Sense,0.872263712
NONHSAT158748.1,NONHSAG007426.2,Sense,9.769013272
NONHSAT158783.1,NONHSAG007537.2,Sense,0.498475964
NONHSAT158811.1,NONHSAG062644.1,Sense,5.311660689
NONHSAT158819.1,NONHSAG007624.2,Sense,1.444460644
NONHSAT158820.1,NONHSAG062650.1,Sense,4.417961415
NONHSAT158824.1,NONHSAG062652.1,Sense,0.86258217
NONHSAT158853.1,NONHSAG062666.1,Sense,6.63288635
NONHSAT158856.1,NONHSAG007703.2,Sense,18.61187179
NONHSAT158888.1,NONHSAG062685.1,Sense,3.314357817
NONHSAT158892.1,NONHSAG007765.2,Sense,0.922561738
NONHSAT158978.1,NONHSAG062734.1,Sense,1.560498627
NONHSAT158981.1,NONHSAG062736.1,Sense,7.432341495
NONHSAT158989.1,NONHSAG062741.1,Sense,0.944834722
NONHSAT158991.1,NONHSAG062741.1,Sense,0.873471321
NONHSAT158995.1,NONHSAG008004.2,Sense,1.801565325
NONHSAT159003.1,NONHSAG008024.2,Sense,2.735226251
NONHSAT159004.1,NONHSAG008026.2,Sense,4.674757773
NONHSAT159006.1,NONHSAG008038.2,Sense,6.138825291
NONHSAT159017.1,NONHSAG008050.2,Sense,2.746941355
NONHSAT159066.1,NONHSAG062779.1,Sense,2.379320893
NONHSAT159067.1,NONHSAG062780.1,Sense,2.565652146
NONHSAT159070.1,NONHSAG008131.2,Sense,3.461257381
NONHSAT159072.1,NONHSAG062783.1,Sense,5.295644615
NONHSAT159103.1,NONHSAG062803.1,Sense,5.805576238
NONHSAT159107.1,NONHSAG008203.2,Sense,6.423872125
NONHSAT159108.1,NONHSAG008203.2,Sense,2.51961825
NONHSAT159109.1,NONHSAG008210.2,Sense,3.613450308
NONHSAT159113.1,NONHSAG062807.1,Sense,3.019152938
NONHSAT159123.1,NONHSAG008341.2,Sense,5.01536297
NONHSAT159177.1,NONHSAG008489.2,Sense,4.591065796
NONHSAT159186.1,NONHSAG008544.2,Sense,3.415182307
NONHSAT159198.1,NONHSAG062851.1,Sense,6.260350737
NONHSAT159199.1,NONHSAG062851.1,Sense,2.224086701
NONHSAT159206.1,NONHSAG062857.1,Sense,3.268573847
NONHSAT159207.1,NONHSAG008597.2,Sense,1.293715671
NONHSAT159208.1,NONHSAG008599.2,Sense,2.818300923
NONHSAT159213.1,NONHSAG062858.1,Sense,5.584627596
NONHSAT159227.1,NONHSAG062866.1,Sense,3.123985156
NONHSAT159228.1,NONHSAG062867.1,Sense,3.553681473
NONHSAT159262.1,NONHSAG062880.1,Sense,29.5337036
NONHSAT159279.1,NONHSAG008745.2,Sense,3.769701127
NONHSAT159282.1,NONHSAG062894.1,Sense,2.327677713
NONHSAT159283.1,NONHSAG008766.2,Sense,2.140036138
NONHSAT159286.1,NONHSAG062896.1,Sense,1.6861733
NONHSAT159289.1,NONHSAG008776.2,Sense,1.354110296
NONHSAT159295.1,NONHSAG008785.2,Sense,6.8652401
NONHSAT159303.1,NONHSAG008799.2,Sense,9.792711116
NONHSAT159304.1,NONHSAG062905.1,Sense,7.06047633
NONHSAT159315.1,NONHSAG008856.2,Sense,3.632918159
NONHSAT159376.1,NONHSAG008963.2,Sense,0.756754102
NONHSAT159403.1,NONHSAG062948.1,Sense,1.832084943
NONHSAT159413.1,NONHSAG009082.2,Sense,10.23689147
NONHSAT159419.1,NONHSAG062955.1,Sense,0.964688518
NONHSAT159433.1,NONHSAG062962.1,Sense,9.33954755
NONHSAT159548.1,NONHSAG009376.2,Sense,5.018611381
NONHSAT159554.1,NONHSAG063031.1,Sense,4.481889645
NONHSAT159555.1,NONHSAG063032.1,Sense,0.830228141
NONHSAT159591.1,NONHSAG009470.2,Sense,9.400307841
NONHSAT159592.1,NONHSAG009471.2,Sense,4.027805629
NONHSAT159593.1,NONHSAG009472.2,Sense,44.32931012
NONHSAT159621.1,NONHSAG009537.2,Sense,4.826425252
NONHSAT159622.1,NONHSAG009537.2,Sense,7.771252844
NONHSAT159623.1,NONHSAG009544.2,Sense,3.285786771
NONHSAT159647.1,NONHSAG009596.2,Sense,2.719591758
NONHSAT159651.1,NONHSAG009613.2,Sense,6.332268145
NONHSAT159653.1,NONHSAG063082.1,Sense,5.391329068
NONHSAT159678.1,NONHSAG009661.2,Sense,5.425895286
NONHSAT159680.1,NONHSAG009665.2,Sense,1.073684827
NONHSAT159727.1,NONHSAG009716.2,Sense,4.719657077
NONHSAT159730.1,NONHSAG009722.2,Sense,2.784611006
NONHSAT159733.1,NONHSAG063129.1,Sense,4.254207327
NONHSAT159737.1,NONHSAG063130.1,Sense,0.459632582
NONHSAT159746.1,NONHSAG063137.1,Sense,4.587267936
NONHSAT159752.1,NONHSAG063141.1,Sense,7.414240188
NONHSAT159785.1,NONHSAG063155.1,Sense,2.729440974
NONHSAT159786.1,NONHSAG063156.1,Sense,7.020217729
NONHSAT159803.1,NONHSAG063167.1,Sense,2.318993217
NONHSAT159810.1,NONHSAG009933.2,Sense,4.779268526
NONHSAT159813.1,NONHSAG009936.2,Sense,2.614993228
NONHSAT159818.1,NONHSAG009944.2,Sense,3.165897535
NONHSAT159819.1,NONHSAG009944.2,Sense,0.545250871
NONHSAT159826.1,NONHSAG063177.1,Sense,4.914955103
NONHSAT159838.1,NONHSAG009988.2,Sense,3.94355023
NONHSAT159840.1,NONHSAG063186.1,Sense,3.554978131
NONHSAT159939.1,NONHSAG063238.1,Sense,3.548872865
NONHSAT159977.1,NONHSAG063253.1,Sense,1.975250589
NONHSAT159980.1,NONHSAG007327.2,Sense,5.289796219
NONHSAT160022.1,NONHSAG007438.2,Sense,0.573537674
NONHSAT160024.1,NONHSAG007445.2,Sense,6.861655968
NONHSAT160026.1,NONHSAG007456.2,Sense,0.738312528
NONHSAT160028.1,NONHSAG007473.2,Sense,0.761843425
NONHSAT160041.1,NONHSAG007529.2,Sense,5.000307803
NONHSAT160042.1,NONHSAG063284.1,Sense,3.889880384
NONHSAT160046.1,NONHSAG007536.2,Sense,3.417469762
NONHSAT160065.1,NONHSAG063299.1,Sense,0.597055479
NONHSAT160066.1,NONHSAG063300.1,Sense,1.829922823
NONHSAT160072.1,NONHSAG007647.2,Sense,6.376030259
NONHSAT160099.1,NONHSAG007721.2,Sense,11.16313491
NONHSAT160114.1,NONHSAG063326.1,Sense,0.870387542
NONHSAT160119.1,NONHSAG007774.2,Sense,2.489995963
NONHSAT160123.1,NONHSAG007780.2,Sense,1.150245329
NONHSAT160124.1,NONHSAG007780.2,Sense,2.444524462
NONHSAT160125.1,NONHSAG007780.2,Sense,45.20418717
NONHSAT160126.1,NONHSAG007780.2,Sense,5.010884536
NONHSAT160131.1,NONHSAG063333.1,Sense,4.675938235
NONHSAT160132.1,NONHSAG063333.1,Sense,1.428918611
NONHSAT160133.1,NONHSAG063333.1,Sense,1.513244755
NONHSAT160134.1,NONHSAG007795.2,Sense,2.222004907
NONHSAT160177.1,NONHSAG007907.2,Sense,4.076515529
NONHSAT160190.1,NONHSAG063360.1,Sense,2.88289429
NONHSAT160214.1,NONHSAG008008.2,Sense,0.748402639
