miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-503-5p,690,5.630487526,23201,6.405706379,0.060940277,0.013790586,1
hsa-miR-504-3p,2386,6.328905524,21505,6.389354173,0.030915479,0.032966063,1
hsa-miR-504-5p,1324,5.821369185,22567,6.416286493,0.04401529,0.015722796,1
hsa-miR-5047,982,6.208052166,22909,6.390829929,0.027441567,0.477438249,1
hsa-miR-505-3p,165,5.967068158,23726,6.386211912,0.078567688,0.263908895,1
hsa-miR-505-5p,1656,6.16018898,22235,6.399935108,0.019406287,0.607245023,1
hsa-miR-506-3p,486,6.55665256,23405,6.379717878,0.02694493,0.879838337,1
hsa-miR-506-5p,155,6.337048251,23736,6.383619296,0.060227285,0.631566831,1
hsa-miR-507,109,6.803126112,23782,6.381393042,0.086072344,0.397487647,1
hsa-miR-508-3p,78,4.738467922,23813,6.388704892,0.161169239,0.035231656,1
hsa-miR-508-5p,2617,6.408524488,21274,6.380216297,0.029853168,0.031413993,1
hsa-miR-5087,360,5.855058975,23531,6.391398957,0.086774302,0.009594152,1
hsa-miR-5089-3p,142,5.76901772,23749,6.386990171,0.10145631,0.109376196,1
hsa-miR-5089-5p,216,6.484965577,23675,6.382389758,0.059176737,0.441674618,1
hsa-miR-5090,1008,5.891443317,22883,6.404984277,0.048376221,0.02180192,1
hsa-miR-5091,272,5.98554964,23619,6.387897903,0.042901963,0.705371015,1
hsa-miR-5092,150,6.448666824,23741,6.382904261,0.054387768,0.769991126,1
hsa-miR-5093,1243,6.157090728,22648,6.395733235,0.020995214,0.676559396,1
hsa-miR-509-3-5p,1029,6.678415379,22862,6.370035021,0.045616199,0.033214218,1
hsa-miR-509-3p,183,5.987831076,23708,6.386369875,0.055214122,0.637179461,1
hsa-miR-5094,128,6.236160038,23763,6.384109818,0.087624734,0.28233824,1
hsa-miR-509-5p,795,6.53580601,23096,6.37806825,0.028043844,0.581228148,1
hsa-miR-5100,462,5.701659528,23429,6.396758862,0.046508665,0.280956092,1
hsa-miR-510-3p,41,6.955226591,23850,6.382333995,0.101027765,0.797661203,1
hsa-miR-510-5p,1525,6.225248927,22366,6.394094852,0.014591351,0.921480187,1
hsa-miR-511-3p,23,5.588714137,23868,6.384082858,0.157221603,0.621033638,1
hsa-miR-511-5p,182,6.609361946,23709,6.38158194,0.072852893,0.293117365,1
hsa-miR-512-3p,824,6.107231174,23067,6.393179503,0.028274379,0.54820225,1
hsa-miR-512-5p,1040,5.916062135,22851,6.404582971,0.044644781,0.037924589,1
hsa-miR-513a-3p,47,4.423769339,23844,6.387179707,0.173241317,0.119708285,1
hsa-miR-513a-5p,857,6.238089654,23034,6.388720468,0.028456235,0.515207494,1
hsa-miR-513b-3p,120,5.912137115,23771,6.385695748,0.114392888,0.087883867,1
hsa-miR-513b-5p,265,5.381409252,23626,6.394555008,0.110205738,0.003439378,1
hsa-miR-513c-3p,33,4.51980358,23858,6.385894734,0.170557109,0.293105321,1
hsa-miR-513c-5p,425,6.250198224,23466,6.38572811,0.038375422,0.570279192,1
hsa-miR-514a-3p,71,6.83581454,23820,6.381968398,0.16619127,0.040067896,1
hsa-miR-514a-5p,676,6.061839005,23215,6.392678308,0.037719568,0.307394734,1
hsa-miR-514b-3p,154,6.077143371,23737,6.385303535,0.050509944,0.829859673,1
hsa-miR-514b-5p,524,5.984367394,23367,6.392263516,0.053938124,0.101359792,1
hsa-miR-515-3p,600,6.118457988,23291,6.390140195,0.035221402,0.462525478,1
hsa-miR-515-5p,394,5.839002216,23497,6.392444278,0.057443233,0.154954941,1
hsa-miR-516a-3p,502,5.915244303,23389,6.393363438,0.036790544,0.518984092,1
hsa-miR-516a-5p,95,5.432707156,23796,6.387112242,0.123057391,0.11385954,1
hsa-miR-516b-3p,502,5.915244303,23389,6.393363438,0.036790544,0.518984092,1
hsa-miR-516b-5p,641,5.830814826,23250,6.398549582,0.049731434,0.091397132,1
hsa-miR-517-5p,302,5.78450625,23589,6.390983475,0.060174809,0.230424376,1
hsa-miR-517a-3p,45,6.808173211,23846,6.382515402,0.085155675,0.900539187,1
hsa-miR-517b-3p,45,6.808173211,23846,6.382515402,0.085155675,0.900539187,1
hsa-miR-517c-3p,40,6.411967918,23851,6.383269103,0.090495157,0.899206696,1
hsa-miR-5186,67,5.539362344,23824,6.385690598,0.073159012,0.866930326,1
hsa-miR-5187-3p,195,6.516263654,23696,6.382223104,0.070797192,0.286917496,1
hsa-miR-5187-5p,1191,6.098035876,22700,6.398284994,0.027289362,0.368360807,1
hsa-miR-5188,23,6.456189885,23868,6.38324693,0.181793342,0.433361724,1
hsa-miR-5189-3p,571,5.845385093,23320,6.396488645,0.045761401,0.19357802,1
hsa-miR-5189-5p,4330,6.09706724,19561,6.446681097,0.023021878,0.046660391,1
hsa-miR-518a-3p,73,6.579258948,23818,6.382716608,0.078409675,0.762171672,1
hsa-miR-518a-5p,321,6.248133894,23570,6.385158214,0.052438749,0.348578906,1
hsa-miR-518b,107,7.336444898,23784,6.379029199,0.085329492,0.419958369,1
hsa-miR-518c-3p,106,6.511013515,23785,6.382748062,0.052317736,0.934859749,1
hsa-miR-518c-5p,1936,5.689692106,21955,6.444481265,0.044483927,0.001750321,1
hsa-miR-518d-3p,78,6.803703812,23813,6.381940166,0.078562991,0.723324548,1
hsa-miR-518d-5p,344,5.98692524,23547,6.389108073,0.056942646,0.221592669,1
hsa-miR-518e-3p,42,7.461551115,23849,6.381418296,0.131291319,0.46514248,1
hsa-miR-518e-5p,395,6.317922563,23496,6.384416525,0.051414515,0.255952237,1
hsa-miR-518f-3p,53,7.29663458,23838,6.381286536,0.107270459,0.576875512,1
hsa-miR-518f-5p,311,5.931216414,23580,6.389279974,0.057507861,0.262005139,1
hsa-miR-5190,1228,6.042669551,22663,6.401775223,0.030746818,0.220759122,1
hsa-miR-5191,141,5.670469196,23750,6.387549218,0.056729526,0.757785451,1
hsa-miR-5192,1177,5.650382998,22714,6.421296526,0.057197403,0.001321931,1
hsa-miR-5193,2481,5.954101616,21410,6.433054833,0.04304313,0.000528574,1
hsa-miR-5194,1630,5.844476415,22261,6.422772271,0.036468798,0.035198203,1
hsa-miR-5195-3p,629,6.162958214,23262,6.389275615,0.032785718,0.525766962,1
hsa-miR-5195-5p,402,6.244171564,23489,6.385698545,0.048336905,0.314227998,1
hsa-miR-5196-3p,988,5.826880679,22903,6.407320961,0.05262579,0.010535324,1
hsa-miR-5196-5p,4434,6.037049497,19457,6.462227096,0.028072115,0.006749871,1
hsa-miR-5197-3p,303,6.409987162,23588,6.382974562,0.073593806,0.07828399,1
hsa-miR-5197-5p,228,5.895412951,23663,6.388018253,0.069419206,0.226543517,1
hsa-miR-519a-2-5p,379,5.702928012,23512,6.394284636,0.054958856,0.20988122,1
hsa-miR-519a-3p,71,5.199874869,23820,6.386844625,0.114239425,0.313985344,1
hsa-miR-519a-5p,395,6.317922563,23496,6.384416525,0.051414515,0.255952237,1
hsa-miR-519b-3p,105,5.518551228,23786,6.387134541,0.140620533,0.032027039,1
hsa-miR-519b-5p,395,6.317922563,23496,6.384416525,0.051414515,0.255952237,1
hsa-miR-519c-3p,110,6.766252546,23781,6.381545869,0.052255238,0.925999758,1
hsa-miR-519c-5p,395,6.317922563,23496,6.384416525,0.051414515,0.255952237,1
hsa-miR-519d-3p,199,5.954121778,23692,6.386922161,0.051612104,0.669248218,1
hsa-miR-519d-5p,1380,6.470533219,22511,6.377970514,0.032389833,0.13062831,1
hsa-miR-519e-3p,323,5.55315523,23568,6.394694541,0.062846143,0.16132257,1
hsa-miR-519e-5p,489,6.806600608,23402,6.374472369,0.053221728,0.132565361,1
hsa-miR-520a-3p,203,7.066144694,23688,6.377465498,0.077814753,0.174642091,1
hsa-miR-520a-5p,987,6.277347298,22904,6.387883701,0.025416602,0.573961268,1
hsa-miR-520b-3p,212,7.051112092,23679,6.37733833,0.074331646,0.195990129,1
hsa-miR-520b-5p,379,5.702928012,23512,6.394284636,0.054958856,0.20988122,1
hsa-miR-520c-3p,275,6.818522853,23616,6.378249335,0.054786123,0.388219782,1
hsa-miR-520c-5p,344,5.98692524,23547,6.389108073,0.056942646,0.221592669,1
hsa-miR-520d-3p,443,6.702305659,23448,6.377290544,0.039592917,0.503151659,1
hsa-miR-520d-5p,138,6.351322279,23753,6.383503036,0.051081877,0.866472387,1
hsa-miR-520e-3p,216,6.369596792,23675,6.38344233,0.057001252,0.490021881,1
hsa-miR-520e-5p,222,6.002916447,23669,6.386885066,0.074601324,0.172810974,1
hsa-miR-520f-3p,237,6.47031316,23654,6.3824455,0.05414094,0.497218611,1
hsa-miR-520f-5p,212,6.536712777,23679,6.381943789,0.097127102,0.037959179,1
hsa-miR-520g-3p,371,6.267033094,23520,6.385151395,0.057472564,0.17899296,1
hsa-miR-520g-5p,420,6.281548297,23471,6.385138247,0.047621888,0.306681923,1
hsa-miR-520h,186,5.61600246,23705,6.389337845,0.083784103,0.149823089,1
hsa-miR-522-3p,63,8.015840125,23828,6.379000846,0.162936228,0.071136696,1
hsa-miR-522-5p,395,6.317922563,23496,6.384416525,0.051414515,0.255952237,1
hsa-miR-523-3p,69,5.914482665,23822,6.384675123,0.094612945,0.569095021,1
hsa-miR-523-5p,395,6.317922563,23496,6.384416525,0.051414515,0.255952237,1
hsa-miR-524-3p,205,6.192084712,23686,6.38497225,0.060830829,0.43954361,1
hsa-miR-524-5p,180,5.903162947,23711,6.386962201,0.039877178,0.938862987,1
hsa-miR-525-3p,206,5.892625762,23685,6.387584935,0.075483439,0.194949702,1
hsa-miR-525-5p,1145,6.284511576,22746,6.388290879,0.024554862,0.526789578,1
hsa-miR-526a-3p,66,7.35747653,23825,6.380618536,0.106411015,0.445354234,1
hsa-miR-526a-5p,344,5.98692524,23547,6.389108073,0.056942646,0.221592669,1
hsa-miR-526b-3p,273,6.50578103,23618,6.381901595,0.04950049,0.522829655,1
hsa-miR-526b-5p,416,6.370923894,23475,6.383536773,0.03586262,0.669213017,1
hsa-miR-527,321,6.248133894,23570,6.385158214,0.052438749,0.348578906,1
hsa-miR-532-3p,2698,6.038170645,21193,6.427256438,0.026238383,0.074104893,1
hsa-miR-532-5p,322,6.706276761,23569,6.378904874,0.03246988,0.891154107,1
hsa-miR-539-3p,11,6.841523074,23880,6.383106086,0.353574692,0.127941788,1
hsa-miR-539-5p,213,5.573819365,23678,6.390599145,0.06673079,0.30409572,1
hsa-miR-541-3p,2100,6.121046252,21791,6.408592215,0.033617854,0.026349686,1
hsa-miR-541-5p,309,6.284383765,23582,6.384613498,0.027106407,0.978469508,1
hsa-miR-542-3p,202,6.728052332,23689,6.380377539,0.045117026,0.809561755,1
hsa-miR-542-5p,260,5.8669017,23631,6.388999011,0.064963558,0.227866792,1
hsa-miR-543,78,8.375194052,23813,6.376792716,0.131574867,0.135469299,1
hsa-miR-544a,56,4.780697463,23835,6.387082485,0.200949234,0.021952378,1
hsa-miR-544b,1293,5.788633114,22598,6.417343458,0.045964412,0.011393915,1
hsa-miR-545-3p,138,5.553316399,23753,6.388139284,0.084814001,0.277112203,1
hsa-miR-545-5p,41,7.138742085,23850,6.382018518,0.122859334,0.567065955,1
hsa-miR-548a-3p,45,7.151153293,23846,6.381868162,0.148820673,0.272855793,1
hsa-miR-548a-5p,16,5.303493029,23875,6.384040804,0.146874346,0.880638081,1
hsa-miR-548aa,138,7.034827066,23753,6.379532015,0.069937466,0.513238922,1
hsa-miR-548ab,27,5.820606376,23864,6.383953809,0.150252666,0.576510288,1
hsa-miR-548ac,48,5.71402197,23843,6.384664557,0.13742503,0.326085974,1
hsa-miR-548ad-3p,9,12.47510542,23882,6.381021444,0,1,1
hsa-miR-548ad-5p,12,4.81542551,23879,6.38410507,0.183180479,0.815736496,1
hsa-miR-548ae-3p,13,5.803166151,23878,6.383633006,0.164854034,0.871832097,1
hsa-miR-548ae-5p,12,4.81542551,23879,6.38410507,0.183180479,0.815736496,1
hsa-miR-548ag,70,5.335133934,23821,6.386397326,0.185945174,0.016030604,1
hsa-miR-548ah-3p,57,4.734090782,23834,6.387261345,0.193538201,0.028246948,1
hsa-miR-548ah-5p,33,6.285846795,23858,6.383451972,0.221714589,0.078330579,1
hsa-miR-548ai,56,4.942538533,23835,6.386702241,0.14600902,0.184569121,1
hsa-miR-548aj-3p,2,13.26938682,23889,6.382740647,0,1,1
hsa-miR-548aj-5p,94,5.601055683,23797,6.386407146,0.117753087,0.149004473,1
hsa-miR-548ak,19,8.558399175,23872,6.381585979,0.208171652,0.383090172,1
hsa-miR-548al,31,6.094045982,23860,6.383692986,0.206227185,0.143611936,1
hsa-miR-548am-3p,43,5.018196186,23848,6.385778583,0.161543457,0.21260896,1
hsa-miR-548am-5p,39,6.328524276,23852,6.383406743,0.171564391,0.201893306,1
hsa-miR-548an,131,5.861217438,23760,6.386195732,0.062532449,0.688237678,1
hsa-miR-548ao-3p,60,5.62445042,23831,6.385227773,0.154376652,0.11535734,1
hsa-miR-548ao-5p,35,7.933513394,23856,6.381042803,0.144005701,0.463309249,1
hsa-miR-548ap-3p,11,5.028599287,23880,6.383941185,0.253239683,0.481087255,1
hsa-miR-548ap-5p,7,7.400171396,23884,6.383019129,0,1,1
hsa-miR-548aq-3p,24,4.795690822,23867,6.384913626,0.219612855,0.197794144,1
hsa-miR-548aq-5p,48,6.764730528,23843,6.382549302,0.099852857,0.725986608,1
hsa-miR-548ar-3p,27,6.871436253,23864,6.382764889,0.124385406,0.798241244,1
hsa-miR-548ar-5p,14,6.627539696,23877,6.383173955,0.188298362,0.703996188,1
hsa-miR-548as-3p,67,5.197986331,23824,6.386650646,0.116416532,0.325570188,1
hsa-miR-548as-5p,52,6.033670296,23839,6.384079837,0.106652964,0.596553066,1
hsa-miR-548at-3p,26,7.060354332,23865,6.382579546,0.082075456,0.994809723,1
hsa-miR-548at-5p,33,4.851849133,23858,6.385435454,0.193786723,0.168209865,1
hsa-miR-548au-3p,212,5.624930314,23679,6.390107051,0.07195712,0.226675981,1
hsa-miR-548au-5p,23,6.006434328,23868,6.383680329,0.142810822,0.736749904,1
hsa-miR-548av-3p,22,5.648331179,23869,6.383994587,0.127184747,0.869176841,1
hsa-miR-548av-5p,0,NaN,23891,6.383317152,0,1,1
hsa-miR-548aw,90,5.866202443,23801,6.385272546,0.071557217,0.748174313,1
hsa-miR-548ax,48,5.386041179,23843,6.385324838,0.102491647,0.695586813,1
hsa-miR-548ay-3p,60,5.211757689,23831,6.386266821,0.101295931,0.5709602,1
hsa-miR-548ay-5p,19,5.09963209,23872,6.384338852,0.261874735,0.147908164,1
hsa-miR-548az-3p,18,3.044038428,23873,6.385834934,0.350600632,0.02402478,1
hsa-miR-548az-5p,105,6.151435753,23786,6.38434076,0.0767202,0.569688962,1
hsa-miR-548b-3p,235,6.583726496,23656,6.381326275,0.066745336,0.251058123,1
hsa-miR-548b-5p,45,5.951821396,23846,6.384131432,0.100133263,0.758677477,1
hsa-miR-548ba,35,7.18993986,23856,6.382133727,0.175234742,0.233445183,1
hsa-miR-548bb-3p,66,5.429522457,23825,6.385959354,0.114259277,0.356600021,1
hsa-miR-548bb-5p,20,4.682942543,23871,6.384741788,0.149880608,0.760408407,1
hsa-miR-548bc,0,NaN,23891,6.383317152,0,1,1
hsa-miR-548c-3p,11,6.79984797,23880,6.383125283,0.187147861,0.835950883,1
hsa-miR-548c-5p,39,6.328524276,23852,6.383406743,0.171564391,0.201893306,1
hsa-miR-548d-3p,88,5.401670189,23803,6.386946314,0.103273842,0.307072761,1
hsa-miR-548d-5p,37,5.719480932,23854,6.38434683,0.125251813,0.608202346,1
hsa-miR-548e-3p,19,6.069906528,23872,6.383566599,0.226548169,0.284105221,1
hsa-miR-548e-5p,134,6.511708215,23757,6.38259297,0.053044539,0.847574505,1
hsa-miR-548f-5p,25,4.750117839,23866,6.385027953,0.172191402,0.449500381,1
hsa-miR-548g-3p,1,11.36485275,23890,6.383108632,0,1,1
hsa-miR-548g-5p,94,5.601055683,23797,6.386407146,0.117753087,0.149004473,1
hsa-miR-548h-3p,93,5.829015486,23798,6.385483303,0.089865237,0.442910806,1
hsa-miR-548h-5p,32,5.861736563,23859,6.384016703,0.108851744,0.84333428,1
hsa-miR-548i,24,7.606856674,23867,6.382086794,0.242002556,0.120587506,1
hsa-miR-548j-3p,17,4.303520778,23874,6.384798116,0.22515264,0.355258389,1
hsa-miR-548j-5p,46,5.823212235,23845,6.384397665,0.08280562,0.911265403,1
hsa-miR-548k,42,6.428707176,23849,6.383237217,0.122024683,0.560306362,1
hsa-miR-548l,21,5.84688699,23870,6.383789085,0.218111996,0.271029191,1
hsa-miR-548m,90,6.602943312,23801,6.382486668,0.086555654,0.512622047,1
hsa-miR-548n,27,5.174554792,23864,6.38468476,0.124767199,0.795191546,1
hsa-miR-548o-3p,122,5.846568665,23769,6.38607214,0.060662428,0.763106746,1
hsa-miR-548o-5p,39,6.328524276,23852,6.383406743,0.171564391,0.201893306,1
hsa-miR-548p,38,5.815767872,23853,6.38422131,0.147571639,0.380470792,1
hsa-miR-548q,877,6.024286964,23014,6.396998801,0.031165552,0.384715868,1
hsa-miR-548s,220,6.378076584,23671,6.383365858,0.055308951,0.517420224,1
hsa-miR-548t-3p,138,7.034827066,23753,6.379532015,0.069937466,0.513238922,1
hsa-miR-548t-5p,82,5.673615219,23809,6.385761419,0.08680669,0.569194984,1
hsa-miR-548u,96,6.372698043,23795,6.383359995,0.111884062,0.182424246,1
hsa-miR-548v,154,6.181225255,23737,6.384628276,0.083078968,0.241527198,1
hsa-miR-548w,83,7.215838857,23808,6.380414796,0.12698779,0.138790906,1
hsa-miR-548x-3p,4,7.93439028,23887,6.383057417,0,1,1
hsa-miR-548x-5p,94,5.601055683,23797,6.386407146,0.117753087,0.149004473,1
hsa-miR-548y,12,6.78733896,23879,6.383114118,0.229490347,0.552661412,1
hsa-miR-548z,93,5.829015486,23798,6.385483303,0.089865237,0.442910806,1
hsa-miR-549a-3p,134,5.287169935,23757,6.389499908,0.096693261,0.165455102,1
hsa-miR-549a-5p,207,6.014088678,23684,6.386544238,0.048480517,0.720395824,1
hsa-miR-550a-3-5p,759,6.307882181,23132,6.385792301,0.030186383,0.514649346,1
hsa-miR-550a-3p,145,6.1661189,23746,6.384643428,0.071951138,0.444640497,1
hsa-miR-550a-5p,1982,6.384250991,21909,6.383232672,0.023588397,0.263998466,1
hsa-miR-550b-2-5p,750,5.922888169,23141,6.398239659,0.033873903,0.375040672,1
hsa-miR-550b-3p,233,6.13170474,23658,6.385795202,0.049943817,0.612654553,1
hsa-miR-551a,197,6.07249348,23694,6.385901446,0.066826659,0.347431683,1
hsa-miR-551b-3p,188,5.826321511,23703,6.387734955,0.083827705,0.145347298,1
hsa-miR-551b-5p,259,6.212459679,23632,6.385189701,0.042103927,0.754102855,1
hsa-miR-552-3p,417,6.307474958,23474,6.384664438,0.035930155,0.665467248,1
hsa-miR-552-5p,69,6.846422531,23822,6.381975776,0.117037107,0.302668708,1
hsa-miR-553,9,3.951731108,23882,6.384233502,0,1,1
hsa-miR-554,337,6.169309353,23554,6.386379079,0.031039352,0.906108132,1
hsa-miR-555,155,6.774584192,23736,6.380762114,0.079644911,0.282727948,1
hsa-miR-556-3p,6,5.200368934,23885,6.383614313,0,1,1
hsa-miR-556-5p,77,7.199733609,23814,6.380677358,0.085064553,0.635194101,1
hsa-miR-557,538,6.305261908,23353,6.385115367,0.048545939,0.167603098,1
hsa-miR-5571-3p,643,5.681579748,23248,6.402726011,0.066445154,0.007973097,1
hsa-miR-5571-5p,513,6.36482856,23378,6.38372286,0.04935281,0.173275549,1
hsa-miR-5572,1430,5.97520521,22461,6.40929997,0.036504206,0.055583289,1
hsa-miR-5579-3p,45,5.274926878,23846,6.385408805,0.125768123,0.476194595,1
hsa-miR-5579-5p,29,5.646053972,23862,6.384213164,0.113273449,0.85128604,1
hsa-miR-558,211,5.790848494,23680,6.388596328,0.088393829,0.07614841,1
hsa-miR-5580-3p,155,6.612656673,23736,6.381819527,0.039272318,0.971465489,1
hsa-miR-5580-5p,594,6.234547408,23297,6.387110311,0.029703323,0.686348698,1
hsa-miR-5581-3p,521,5.661985103,23370,6.399398196,0.069805441,0.013931757,1
hsa-miR-5581-5p,989,6.118733612,22902,6.394742928,0.026019425,0.542267953,1
hsa-miR-5582-3p,42,5.438775856,23849,6.384980565,0.132940585,0.449068716,1
hsa-miR-5582-5p,252,6.104745227,23639,6.386286826,0.042801209,0.750961303,1
hsa-miR-5583-3p,55,7.198001128,23836,6.381437323,0.107966559,0.544501715,1
hsa-miR-5583-5p,4,2.694065064,23887,6.383934936,0,1,1
hsa-miR-5584-3p,156,5.589944923,23735,6.388531648,0.085444518,0.207848663,1
hsa-miR-5584-5p,848,6.065593127,23043,6.395009639,0.040155802,0.14299732,1
hsa-miR-5585-3p,154,7.484051782,23737,6.376175848,0.086343913,0.204060013,1
hsa-miR-5585-5p,109,6.125126638,23782,6.384500516,0.086202733,0.395601433,1
hsa-miR-5586-3p,464,6.137521129,23427,6.388185439,0.041501811,0.41341349,1
hsa-miR-5586-5p,125,5.869085888,23766,6.38602181,0.056660776,0.819551504,1
hsa-miR-5587-3p,1100,5.962845428,22791,6.403611079,0.042152086,0.048034053,1
hsa-miR-5587-5p,303,6.246016378,23588,6.385080851,0.041690242,0.67591536,1
hsa-miR-5588-3p,349,5.508120996,23542,6.396291558,0.059480599,0.175355932,1
hsa-miR-5588-5p,479,6.508230715,23412,6.380761471,0.029597262,0.80544252,1
hsa-miR-5589-3p,637,5.939700438,23254,6.395469205,0.03381056,0.477727077,1
hsa-miR-5589-5p,2154,6.090426577,21737,6.412340766,0.029543438,0.065352075,1
hsa-miR-559,5,2.437824889,23886,6.384143053,0,1,1
hsa-miR-5590-3p,11,6.722458959,23880,6.383160931,0.3149231,0.22555884,1
hsa-miR-5590-5p,23,3.828200631,23868,6.385779348,0.208857047,0.268757272,1
hsa-miR-5591-3p,121,6.588364966,23770,6.382273366,0.074357218,0.518574438,1
hsa-miR-5591-5p,1162,5.870055621,22729,6.409557193,0.041342015,0.045695076,1
hsa-miR-561-3p,17,9.2144401,23874,6.38130119,0.342560699,0.037110828,1
hsa-miR-561-5p,51,5.770612162,23840,6.384627888,0.087312475,0.832631206,1
hsa-miR-562,40,6.82731531,23851,6.382572532,0.136710201,0.444441922,1
hsa-miR-563,34,5.621055848,23857,6.384403495,0.140681364,0.512413113,1
hsa-miR-564,760,6.437380501,23131,6.381540828,0.023734496,0.801511953,1
hsa-miR-567,78,7.234313266,23813,6.380529696,0.106989072,0.335718987,1
hsa-miR-568,6,9.248792269,23885,6.382597334,0,1,1
hsa-miR-5680,200,5.513258602,23691,6.390662208,0.074937529,0.21533603,1
hsa-miR-5681a,434,6.233919139,23457,6.386081305,0.050516594,0.226920788,1
hsa-miR-5681b,36,6.760388358,23855,6.382748107,0.107552575,0.799974803,1
hsa-miR-5682,481,5.945968793,23410,6.39230325,0.047657637,0.234703733,1
hsa-miR-5683,540,5.714768678,23351,6.398777568,0.054181199,0.090199217,1
hsa-miR-5684,209,6.489824737,23682,6.382377194,0.052411356,0.619797137,1
hsa-miR-5685,2421,6.041705239,21470,6.421837992,0.036021426,0.007062916,1
hsa-miR-5687,32,8.089365689,23859,6.381028978,0.282713022,0.012090838,1
hsa-miR-5688,59,7.741980187,23832,6.37995356,0.102773795,0.563051846,1
hsa-miR-5689,85,5.661857687,23806,6.385893144,0.162167224,0.023245496,1
hsa-miR-569,11,5.876196783,23880,6.38355075,0.231913355,0.595309868,1
hsa-miR-5690,240,6.166075727,23651,6.385521623,0.048053113,0.642860834,1
hsa-miR-5691,1073,6.095624885,22818,6.396845674,0.029613604,0.329946782,1
hsa-miR-5692a,60,6.323531009,23831,6.383467677,0.117026142,0.38540139,1
