transcript,chr,start,end,strand,gene,exonnum
NONHSAT174728.1,chr16_KI270853v1_alt,1523718,1546650,-,NONHSAG072865.1,6
NONHSAT174739.1,chr17,742815,744997,+,NONHSAG020425.2,1
NONHSAT174740.1,chr17,795306,795794,+,NONHSAG072873.1,1
NONHSAT174749.1,chr17,1493949,1494755,+,NONHSAG072879.1,2
NONHSAT174750.1,chr17,1516932,1518096,+,NONHSAG020463.2,2
NONHSAT174753.1,chr17,1684726,1685151,+,NONHSAG072882.2,1
NONHSAT174754.1,chr17,1895030,1898062,+,NONHSAG020479.3,2
NONHSAT174758.1,chr17,2040313,2043422,+,NONHSAG020484.2,6
NONHSAT174764.1,chr17,2322400,2728447,+,NONHSAG072888.1,6
NONHSAT174765.1,chr17,2371265,2372965,+,NONHSAG020501.2,2
NONHSAT174766.1,chr17,2376558,2377481,+,NONHSAG072889.1,2
NONHSAT174768.1,chr17,2593672,2643074,+,NONHSAG020517.2,3
NONHSAT174769.1,chr17,2639297,2642418,+,NONHSAG072890.1,1
NONHSAT174770.1,chr17,2658697,2660299,+,NONHSAG072891.1,3
NONHSAT174771.1,chr17,2680186,2682864,+,NONHSAG020518.2,2
NONHSAT174780.1,chr17,4267691,4268430,+,NONHSAG072899.2,1
NONHSAT174786.1,chr17,4894653,4895053,+,NONHSAG072903.1,1
NONHSAT174788.1,chr17,4998536,4998756,+,NONHSAG072904.1,1
NONHSAT174791.1,chr17,5192112,5247993,+,NONHSAG020625.3,14
NONHSAT174812.1,chr17,6651914,6652406,+,NONHSAG072917.1,1
NONHSAT174817.1,chr17,7046856,7047535,+,NONHSAG072919.1,1
NONHSAT174819.1,chr17,7242200,7243814,+,NONHSAG072921.1,1
NONHSAT174820.1,chr17,7258883,7259931,+,NONHSAG072922.1,2
NONHSAT174821.1,chr17,7311061,7312451,+,NONHSAG072923.1,4
NONHSAT174824.1,chr17,7381053,7381272,+,NONHSAG020707.2,1
NONHSAT174826.1,chr17,7439506,7445966,+,NONHSAG072926.1,3
NONHSAT174829.1,chr17,7574718,7574918,+,NONHSAG020719.2,1
NONHSAT174831.1,chr17,7580540,7582110,+,NONHSAG072927.1,3
NONHSAT174834.1,chr17,7884866,7890682,+,NONHSAG072929.1,3
NONHSAT174835.1,chr17,7885353,7890682,+,NONHSAG072929.1,3
NONHSAT174836.1,chr17,7906089,7906309,+,NONHSAG072930.1,1
NONHSAT174837.1,chr17,7936382,7941588,+,NONHSAG020741.2,4
NONHSAT174840.1,chr17,8079482,8081565,+,NONHSAG072933.1,2
NONHSAT174844.1,chr17,8190148,8192639,+,NONHSAG072936.1,3
NONHSAT174846.1,chr17,8288679,8290083,+,NONHSAG020767.2,3
NONHSAT174870.1,chr17,10694899,10709768,+,NONHSAG072948.1,3
NONHSAT174911.1,chr17,14314864,14361751,+,NONHSAG072973.1,5
NONHSAT174920.1,chr17,14837963,14957219,+,NONHSAG020897.2,7
NONHSAT174930.1,chr17,15789016,15789705,+,NONHSAG072983.1,1
NONHSAT174931.1,chr17,15981198,15982004,+,NONHSAG072984.1,1
NONHSAT174933.1,chr17,16003686,16006937,+,NONHSAG072986.1,2
NONHSAT174936.1,chr17,16382567,16383906,+,NONHSAG072988.1,2
NONHSAT174938.1,chr17,16438976,16463987,+,NONHSAG020957.2,4
NONHSAT174940.1,chr17,16439332,16442024,+,NONHSAG020957.2,4
NONHSAT174941.1,chr17,16439333,16442011,+,NONHSAG020957.2,5
NONHSAT174943.1,chr17,16536552,16536954,+,NONHSAG020962.3,1
NONHSAT174949.1,chr17,16866744,16875450,+,NONHSAG072993.1,2
NONHSAT174951.1,chr17,16868130,16875450,+,NONHSAG072993.1,1
NONHSAT174958.1,chr17,17140215,17140435,+,NONHSAG072997.1,1
NONHSAT174959.1,chr17,17181504,17183257,+,NONHSAG072998.1,1
NONHSAT174960.1,chr17,17183929,17188663,+,NONHSAG021000.2,1
NONHSAT174964.1,chr17,17697493,17697773,+,NONHSAG073002.1,1
NONHSAT174965.1,chr17,17732159,17732379,+,NONHSAG073003.1,1
NONHSAT174969.1,chr17,18242251,18244871,+,NONHSAG073005.1,4
NONHSAT174975.1,chr17,19092974,19094307,+,NONHSAG073010.2,2
NONHSAT174976.1,chr17,19159736,19163120,+,NONHSAG073011.1,3
NONHSAT174977.1,chr17,19229363,19231293,+,NONHSAG073012.1,1
NONHSAT174978.1,chr17,19237416,19283048,+,NONHSAG021099.2,4
NONHSAT174979.1,chr17,19271394,19274389,+,NONHSAG021099.2,3
NONHSAT174983.1,chr17,19570043,19574417,+,NONHSAG073015.1,4
NONHSAT174986.1,chr17,19784629,20223672,+,NONHSAG073018.1,5
NONHSAT174989.1,chr17,20411299,20411694,+,NONHSAG073021.1,2
NONHSAT175005.1,chr17,21288769,21288969,+,NONHSAG073027.1,1
NONHSAT175006.1,chr17,21312213,21315141,+,NONHSAG021195.2,3
NONHSAT175015.1,chr17,22203632,22205150,+,NONHSAG073032.1,2
NONHSAT175029.1,chr17,27294143,27308205,+,NONHSAG021249.2,6
NONHSAT175030.1,chr17,27301047,27313040,+,NONHSAG021249.2,2
NONHSAT175031.1,chr17,27303472,27312866,+,NONHSAG021249.2,8
NONHSAT175032.1,chr17,27310117,27312869,+,NONHSAG021249.2,3
NONHSAT175033.1,chr17,27310530,27312869,+,NONHSAG021249.2,2
NONHSAT175034.1,chr17,27337152,27339001,+,NONHSAG021252.2,2
NONHSAT175035.1,chr17,27352782,27355234,+,NONHSAG073036.1,2
NONHSAT175039.1,chr17,27604948,27605188,+,NONHSAG073039.1,1
NONHSAT175043.1,chr17,28048303,28055701,+,NONHSAG021276.2,2
NONHSAT175044.1,chr17,28168601,28195545,+,NONHSAG021278.2,6
NONHSAT175046.1,chr17,28224835,28226742,+,NONHSAG021281.2,2
NONHSAT175048.1,chr17,28373256,28373562,+,NONHSAG073044.1,1
NONHSAT175057.1,chr17,29390413,29495713,+,NONHSAG021362.2,13
NONHSAT175058.1,chr17,29396217,29396824,+,NONHSAG073049.1,1
NONHSAT175059.1,chr17,29396830,29397181,+,NONHSAG073050.1,1
NONHSAT175060.1,chr17,29398618,29399066,+,NONHSAG073051.1,1
NONHSAT175061.1,chr17,29420776,29421020,+,NONHSAG073052.1,1
NONHSAT175062.1,chr17,29430137,29432394,+,NONHSAG073053.1,3
NONHSAT175063.1,chr17,29477175,29477628,+,NONHSAG073054.1,1
NONHSAT175064.1,chr17,29511258,29639107,+,NONHSAG073055.1,4
NONHSAT175067.1,chr17,30117303,30117523,+,NONHSAG021385.2,1
NONHSAT175068.1,chr17,30144503,30144703,+,NONHSAG073058.1,1
NONHSAT175069.1,chr17,30177615,30179125,+,NONHSAG073059.1,2
NONHSAT175075.1,chr17,30734258,30770086,+,NONHSAG021408.3,5
NONHSAT175076.1,chr17,30738182,30740275,+,NONHSAG073063.1,1
NONHSAT175077.1,chr17,30803654,30804077,+,NONHSAG073064.1,1
NONHSAT175078.1,chr17,30899110,30899651,+,NONHSAG073065.1,1
NONHSAT175080.1,chr17,31133182,31331946,+,NONHSAG021432.2,3
NONHSAT175081.1,chr17,31214690,31220318,+,NONHSAG073066.1,2
NONHSAT175082.1,chr17,31305027,31314043,+,NONHSAG073067.1,2
NONHSAT175085.1,chr17,31560132,31560573,+,NONHSAG073069.1,1
NONHSAT175089.1,chr17,31937009,31975708,+,NONHSAG021455.2,8
NONHSAT175090.1,chr17,31937383,31976696,+,NONHSAG021455.2,5
NONHSAT175091.1,chr17,32031779,32033671,+,NONHSAG073071.1,1
NONHSAT175092.1,chr17,32051030,32053208,+,NONHSAG073072.1,1
NONHSAT175094.1,chr17,32159311,32160371,+,NONHSAG073073.1,1
NONHSAT175095.1,chr17,32350182,32352362,+,NONHSAG021471.2,2
NONHSAT175096.1,chr17,32448912,32451108,+,NONHSAG073074.1,2
NONHSAT175121.1,chr17,35018660,35018991,+,NONHSAG073092.1,1
NONHSAT175123.1,chr17,35587319,35594607,+,NONHSAG021558.2,2
NONHSAT175125.1,chr17,35825068,35883246,+,NONHSAG073094.1,3
NONHSAT175126.1,chr17,35844587,35847208,+,NONHSAG073095.1,2
NONHSAT175138.1,chr17,36493967,36498114,+,NONHSAG073100.1,2
NONHSAT175140.1,chr17,36604344,36620887,+,NONHSAG073102.1,4
NONHSAT175141.1,chr17,36619649,36622176,+,NONHSAG073102.1,1
NONHSAT175142.1,chr17,36631461,36634676,+,NONHSAG021611.2,4
NONHSAT175166.1,chr17,37609580,37689417,+,NONHSAG021638.3,9
NONHSAT175170.1,chr17,37717356,37717756,+,NONHSAG073113.1,2
NONHSAT175171.1,chr17,37747401,37748677,+,NONHSAG021641.2,2
NONHSAT175176.1,chr17,38749360,38751457,+,NONHSAG073117.1,1
NONHSAT175179.1,chr17,39725636,39725880,+,NONHSAG073119.1,1
NONHSAT175180.1,chr17,39729521,39730265,+,NONHSAG021709.2,3
NONHSAT175190.1,chr17,40062984,40076894,+,NONHSAG073127.1,3
NONHSAT175192.1,chr17,40126254,40129941,+,NONHSAG073129.1,2
NONHSAT175193.1,chr17,40169317,40170237,+,NONHSAG021736.2,2
NONHSAT175194.1,chr17,40169640,40172162,+,NONHSAG021736.2,2
NONHSAT175195.1,chr17,40193385,40195626,+,NONHSAG073130.1,2
NONHSAT175196.1,chr17,40360655,40364693,+,NONHSAG021744.3,2
NONHSAT175202.1,chr17,40833155,40835084,+,NONHSAG073133.1,2
NONHSAT175203.1,chr17,40921431,40975927,+,NONHSAG021764.3,5
NONHSAT175211.1,chr17,41786903,41787920,+,NONHSAG073136.1,2
NONHSAT175221.1,chr17,42543323,42549761,+,NONHSAG073142.1,4
NONHSAT175225.1,chr17,42998495,43002952,+,NONHSAG021870.2,3
NONHSAT175226.1,chr17,43125682,43153658,+,NONHSAG021874.3,5
NONHSAT175228.1,chr17,43184886,43206169,+,NONHSAG073147.1,3
NONHSAT175230.1,chr17,43326926,43332615,+,NONHSAG073149.1,2
NONHSAT175231.1,chr17,43334919,43345842,+,NONHSAG073150.1,5
NONHSAT175234.1,chr17,43462924,43537708,+,NONHSAG073153.1,4
NONHSAT175235.1,chr17,43512322,43512920,+,NONHSAG073154.1,2
NONHSAT175242.1,chr17,43938312,43938710,+,NONHSAG073158.1,2
NONHSAT175243.1,chr17,43938363,43938959,+,NONHSAG073158.1,2
NONHSAT175244.1,chr17,44014256,44019699,+,NONHSAG073159.2,2
NONHSAT175245.1,chr17,44070876,44094315,+,NONHSAG021907.2,7
NONHSAT175246.1,chr17,44198823,44223690,+,NONHSAG021914.3,2
NONHSAT175247.1,chr17,44312650,44312870,+,NONHSAG073160.1,1
NONHSAT175251.1,chr17,44777951,44780579,+,NONHSAG073162.1,3
NONHSAT175260.1,chr17,45255028,45268261,+,NONHSAG021978.3,11
NONHSAT175269.1,chr17,45640304,45642301,+,NONHSAG022006.3,2
NONHSAT175277.1,chr17,46585867,46594254,+,NONHSAG073184.1,4
NONHSAT175278.1,chr17,46603234,46611444,+,NONHSAG073185.1,4
NONHSAT175280.1,chr17,47619487,47622133,+,NONHSAG073187.1,2
NONHSAT175282.1,chr17,47927933,47931344,+,NONHSAG073189.1,3
NONHSAT175287.1,chr17,48107725,48107935,+,NONHSAG022067.2,1
NONHSAT175293.1,chr17,48248154,48307830,+,NONHSAG022073.2,3
NONHSAT175303.1,chr17,48543552,48551249,+,NONHSAG022078.2,10
NONHSAT175304.1,chr17,48549886,48606415,+,NONHSAG022078.2,11
NONHSAT175306.1,chr17,48610516,48610878,+,NONHSAG073203.1,1
NONHSAT175310.1,chr17,48646923,48704212,+,NONHSAG022090.2,6
NONHSAT175312.1,chr17,48679167,48680288,+,NONHSAG022090.2,1
NONHSAT175313.1,chr17,48680889,48704837,+,NONHSAG022090.2,2
NONHSAT175316.1,chr17,48691713,48697569,+,NONHSAG073205.1,3
NONHSAT175318.1,chr17,48705204,48707347,+,NONHSAG022090.2,2
NONHSAT175327.1,chr17,48931792,48937101,+,NONHSAG022106.2,3
NONHSAT175337.1,chr17,49423294,49424934,+,NONHSAG073210.1,2
NONHSAT175342.1,chr17,49826733,49829094,+,NONHSAG073215.1,2
NONHSAT175343.1,chr17,49845911,49848838,+,NONHSAG022147.3,3
NONHSAT175347.1,chr17,50081361,50089843,+,NONHSAG022155.2,4
NONHSAT175348.1,chr17,50094065,50094647,+,NONHSAG073216.1,1
NONHSAT175349.1,chr17,50109315,50111057,+,NONHSAG073217.1,2
NONHSAT175355.1,chr17,50676578,50678936,+,NONHSAG073220.1,2
NONHSAT175356.1,chr17,50722074,50724224,+,NONHSAG073221.1,1
NONHSAT175357.1,chr17,50743782,50746662,+,NONHSAG022201.2,4
NONHSAT175358.1,chr17,50743783,50752548,+,NONHSAG022201.2,6
NONHSAT175359.1,chr17,50744651,50746684,+,NONHSAG022201.2,3
NONHSAT175361.1,chr17,50951666,50952614,+,NONHSAG073222.1,1
NONHSAT175370.1,chr17,51422984,51425035,+,NONHSAG073226.1,2
NONHSAT175385.1,chr17,54964474,54964679,+,NONHSAG073235.1,1
NONHSAT175386.1,chr17,54985616,54987217,+,NONHSAG022253.2,2
NONHSAT175387.1,chr17,55033240,55033530,+,NONHSAG073236.1,1
NONHSAT175388.1,chr17,55035765,55036638,+,NONHSAG073237.1,1
NONHSAT175389.1,chr17,55036828,55037328,+,NONHSAG073238.1,1
NONHSAT175390.1,chr17,55037482,55039663,+,NONHSAG073239.1,1
NONHSAT175391.1,chr17,55175875,55201607,+,NONHSAG073240.1,2
NONHSAT175400.1,chr17,56914138,56914496,+,NONHSAG073249.1,1
NONHSAT175401.1,chr17,56978169,56981821,+,NONHSAG073250.1,2
NONHSAT175404.1,chr17,57118978,57121242,+,NONHSAG073253.1,2
NONHSAT175408.1,chr17,57277920,57280017,+,NONHSAG073256.1,1
NONHSAT175409.1,chr17,57319881,57327997,+,NONHSAG073257.1,3
NONHSAT175410.1,chr17,57448218,57450291,+,NONHSAG073258.1,1
NONHSAT175411.1,chr17,57531769,57532355,+,NONHSAG073259.1,1
NONHSAT175417.1,chr17,57955437,57957037,+,NONHSAG073264.2,2
NONHSAT175418.1,chr17,57965621,57966526,+,NONHSAG073265.1,1
NONHSAT175420.1,chr17,57988180,57988760,+,NONHSAG073266.1,1
NONHSAT175421.1,chr17,58006689,58007804,+,NONHSAG022317.2,1
NONHSAT175423.1,chr17,58019014,58019856,+,NONHSAG022317.2,1
NONHSAT175426.1,chr17,58095672,58101479,+,NONHSAG073268.1,1
NONHSAT175427.1,chr17,58156959,58159119,+,NONHSAG073269.1,1
NONHSAT175434.1,chr17,59106599,59118268,+,NONHSAG022347.3,2
NONHSAT175435.1,chr17,59213157,59215231,+,NONHSAG073275.1,2
NONHSAT175438.1,chr17,59630071,59631971,+,NONHSAG022358.2,2
NONHSAT175439.1,chr17,59836920,59837135,+,NONHSAG073277.1,1
NONHSAT175444.1,chr17,61152494,61152849,+,NONHSAG073281.1,1
NONHSAT175445.1,chr17,61239608,61392827,+,NONHSAG022404.2,3
NONHSAT175446.1,chr17,61255216,61392824,+,NONHSAG022404.2,3
NONHSAT175457.1,chr17,62493786,62495158,+,NONHSAG073290.1,2
NONHSAT175462.1,chr17,63585238,63591353,+,NONHSAG022458.2,2
NONHSAT175466.1,chr17,63715024,63718547,+,NONHSAG073296.1,2
NONHSAT175472.1,chr17,64675277,64692540,+,NONHSAG073302.2,1
NONHSAT175473.1,chr17,64706204,64707970,+,NONHSAG073303.1,1
NONHSAT175480.1,chr17,65100922,65110953,+,NONHSAG022532.3,3
NONHSAT175498.1,chr17,66302635,66496626,+,NONHSAG022544.2,3
NONHSAT175499.1,chr17,66725330,66725636,+,NONHSAG073320.1,1
NONHSAT175508.1,chr17,67562897,67579714,+,NONHSAG073325.1,2
NONHSAT175510.1,chr17,67637774,67638973,+,NONHSAG073327.1,1
NONHSAT175511.1,chr17,67893570,67909636,+,NONHSAG073328.1,5
NONHSAT175512.1,chr17,67944196,67948129,+,NONHSAG022575.2,4
NONHSAT175513.1,chr17,67945382,67959559,+,NONHSAG022575.2,3
NONHSAT175517.1,chr17,67973934,67976072,+,NONHSAG073330.1,1
NONHSAT175519.1,chr17,68101683,68115509,+,NONHSAG022583.3,5
NONHSAT175520.1,chr17,68101739,68125790,+,NONHSAG022583.3,5
NONHSAT175521.1,chr17,68133201,68135935,+,NONHSAG022583.3,1
NONHSAT175525.1,chr17,68188547,68189165,+,NONHSAG022584.3,1
NONHSAT175527.1,chr17,68248091,68257023,+,NONHSAG022592.2,7
NONHSAT175528.1,chr17,68248104,68251509,+,NONHSAG022592.2,5
NONHSAT175529.1,chr17,68420216,68441403,+,NONHSAG022595.2,2
NONHSAT175544.1,chr17,69327319,69328400,+,NONHSAG073336.1,1
NONHSAT175547.1,chr17,69542411,69551276,+,NONHSAG073338.1,3
NONHSAT175595.1,chr17,73232622,73248956,+,NONHSAG073360.1,5
NONHSAT175609.1,chr17,75039707,75048173,+,NONHSAG022722.3,4
NONHSAT175613.1,chr17,75498674,75500087,+,NONHSAG073371.1,3
NONHSAT175614.1,chr17,75515763,75543444,+,NONHSAG073372.1,4
NONHSAT175616.1,chr17,75786618,75794189,+,NONHSAG022780.2,4
NONHSAT175619.1,chr17,76138501,76154630,+,NONHSAG022806.2,12
NONHSAT175631.1,chr17,76726851,76733879,+,NONHSAG022833.2,4
NONHSAT175632.1,chr17,76726857,76733878,+,NONHSAG022833.2,6
NONHSAT175633.1,chr17,76726865,76733878,+,NONHSAG022833.2,5
NONHSAT175634.1,chr17,76726875,76733875,+,NONHSAG022833.2,2
NONHSAT175635.1,chr17,76734117,76737331,+,NONHSAG073384.1,3
NONHSAT175636.1,chr17,76737693,76754681,+,NONHSAG022835.2,8
NONHSAT175637.1,chr17,76799044,76807102,+,NONHSAG022838.2,3
NONHSAT175650.1,chr17,77444704,77447167,+,NONHSAG073389.1,1
NONHSAT175679.1,chr17,78175352,78184995,+,NONHSAG022880.2,2
NONHSAT175682.1,chr17,78345579,78345860,+,NONHSAG073406.2,1
NONHSAT175683.1,chr17,78360448,78364931,+,NONHSAG022888.3,4
NONHSAT175687.1,chr17,78414307,78424658,+,NONHSAG022891.2,4
NONHSAT175688.1,chr17,78417249,78424657,+,NONHSAG022891.2,4
NONHSAT175689.1,chr17,78493156,78499347,+,NONHSAG022893.3,4
NONHSAT175708.1,chr17,79804731,79812479,+,NONHSAG073421.2,5
NONHSAT175710.1,chr17,79814620,79816991,+,NONHSAG022925.3,3
NONHSAT175711.1,chr17,79816348,79817027,+,NONHSAG022925.3,2
NONHSAT175722.1,chr17,80261080,80287826,+,NONHSAG073428.1,4
NONHSAT175727.1,chr17,80673551,80675059,+,NONHSAG073431.1,2
NONHSAT175728.1,chr17,80994494,81000132,+,NONHSAG073432.1,7
NONHSAT175729.1,chr17,81003335,81005132,+,NONHSAG022968.2,1
NONHSAT175731.1,chr17,81108496,81116224,+,NONHSAG022975.2,3
NONHSAT175740.1,chr17,81334528,81346049,+,NONHSAG073438.1,1
NONHSAT175742.1,chr17,81346906,81347930,+,NONHSAG073439.2,1
NONHSAT175744.1,chr17,81349366,81351153,+,NONHSAG073439.2,1
NONHSAT175750.1,chr17,81488081,81491303,+,NONHSAG073443.1,1
NONHSAT175752.1,chr17,81670347,81673383,+,NONHSAG023012.2,4
NONHSAT175754.1,chr17,81712338,81721010,+,NONHSAG073444.1,7
NONHSAT175755.1,chr17,81727259,81729619,+,NONHSAG073445.2,1
NONHSAT175757.1,chr17,81729720,81739965,+,NONHSAG073445.2,1
NONHSAT175763.1,chr17,81891751,81900252,+,NONHSAG023041.2,3
NONHSAT175765.1,chr17,81891769,81900247,+,NONHSAG023041.2,4
NONHSAT175767.1,chr17,81941450,81957112,+,NONHSAG073447.1,3
NONHSAT175769.1,chr17,81960575,81961934,+,NONHSAG073448.1,4
NONHSAT175771.1,chr17,82101455,82106334,+,NONHSAG073450.1,2
NONHSAT175774.1,chr17,82217733,82220576,+,NONHSAG073452.1,2
NONHSAT175776.1,chr17,82242668,82245442,+,NONHSAG023081.2,2
NONHSAT175779.1,chr17,82273757,82278042,+,NONHSAG023084.2,2
NONHSAT175784.1,chr17,82588628,82602388,+,NONHSAG023110.2,2
NONHSAT175785.1,chr17,82648849,82650657,+,NONHSAG073455.1,1
NONHSAT175786.1,chr17,83098377,83098987,+,NONHSAG073456.1,1
NONHSAT175800.1,chr17,183825,201420,-,NONHSAG020396.2,3
NONHSAT175801.1,chr17,381616,382047,-,NONHSAG073461.1,2
NONHSAT175806.1,chr17,1226271,1226853,-,NONHSAG073463.1,2
NONHSAT175809.1,chr17,1344551,1354292,-,NONHSAG073464.1,3
NONHSAT175810.1,chr17,1421084,1454097,-,NONHSAG073465.1,3
NONHSAT175811.1,chr17,1422338,1436705,-,NONHSAG073465.1,2
NONHSAT175812.1,chr17,1506652,1506920,-,NONHSAG073466.1,1
NONHSAT175813.1,chr17,1574404,1578327,-,NONHSAG020465.2,3
NONHSAT175814.1,chr17,1646159,1649879,-,NONHSAG073467.1,8
NONHSAT175827.1,chr17,2304462,2308048,-,NONHSAG073470.1,2
NONHSAT175828.1,chr17,2336287,2336538,-,NONHSAG020498.2,1
NONHSAT175836.1,chr17,2720801,2723947,-,NONHSAG020526.2,1
NONHSAT175841.1,chr17,3673229,3679780,-,NONHSAG020544.2,2
NONHSAT175846.1,chr17,3861362,3861592,-,NONHSAG073481.1,1
NONHSAT175847.1,chr17,3923876,3930345,-,NONHSAG020555.2,4
NONHSAT175850.1,chr17,4138756,4139864,-,NONHSAG073484.1,2
NONHSAT175851.1,chr17,4271431,4271894,-,NONHSAG073485.1,1
NONHSAT175855.1,chr17,4541931,4542451,-,NONHSAG108805.1,1
NONHSAT175865.1,chr17,4945667,4948320,-,NONHSAG073493.1,3
NONHSAT175867.1,chr17,5019215,5020094,-,NONHSAG020616.2,2
NONHSAT175869.1,chr17,5191436,5191636,-,NONHSAG073496.1,1
NONHSAT175871.1,chr17,5390228,5400504,-,NONHSAG073498.1,3
NONHSAT175881.1,chr17,6568150,6570023,-,NONHSAG073504.1,3
NONHSAT175888.1,chr17,6985109,7012334,-,NONHSAG020671.3,3
NONHSAT175890.1,chr17,6999310,7012338,-,NONHSAG020671.3,3
NONHSAT175892.1,chr17,7001132,7012342,-,NONHSAG020671.3,3
NONHSAT175893.1,chr17,7002280,7012349,-,NONHSAG020671.3,2
NONHSAT175899.1,chr17,7312663,7315327,-,NONHSAG020703.2,6
NONHSAT175905.1,chr17,7591232,7592518,-,NONHSAG020723.2,3
NONHSAT175907.1,chr17,7685256,7687464,-,NONHSAG020729.2,2
NONHSAT175911.1,chr17,7856687,7885515,-,NONHSAG020736.2,4
NONHSAT175912.1,chr17,7871424,7885361,-,NONHSAG020736.2,3
NONHSAT175913.1,chr17,8153451,8156324,-,NONHSAG073516.1,2
NONHSAT175915.1,chr17,8183836,8186032,-,NONHSAG073518.1,2
NONHSAT175916.1,chr17,8234916,8237548,-,NONHSAG020762.2,2
NONHSAT175919.1,chr17,8358413,8360541,-,NONHSAG073520.1,1
NONHSAT175920.1,chr17,8474226,8476994,-,NONHSAG073521.1,2
NONHSAT175926.1,chr17,9244666,9244897,-,NONHSAG073523.1,1
NONHSAT175927.1,chr17,9553323,9555696,-,NONHSAG073524.1,1
NONHSAT175928.1,chr17,9598232,9646148,-,NONHSAG073525.2,5
NONHSAT175932.1,chr17,10673184,10674293,-,NONHSAG073529.2,1
NONHSAT175955.1,chr17,13873445,13881319,-,NONHSAG073543.1,3
NONHSAT175974.1,chr17,15503703,15503903,-,NONHSAG073551.1,1
NONHSAT175975.1,chr17,15514003,15514203,-,NONHSAG073552.1,1
NONHSAT175977.1,chr17,15545054,15563594,-,NONHSAG020915.2,5
NONHSAT175978.1,chr17,15652166,16046481,-,NONHSAG020941.2,3
NONHSAT175984.1,chr17,15977731,15999692,-,NONHSAG020936.2,6
NONHSAT175985.1,chr17,15977736,15999632,-,NONHSAG020936.2,6
NONHSAT175986.1,chr17,15977744,15993946,-,NONHSAG020936.2,6
NONHSAT175987.1,chr17,16023323,16023653,-,NONHSAG073556.1,1
NONHSAT175988.1,chr17,16316702,16351779,-,NONHSAG073557.1,2
NONHSAT175995.1,chr17,18026072,18026771,-,NONHSAG073561.1,1
NONHSAT176005.1,chr17,18517382,18534062,-,NONHSAG021063.3,6
NONHSAT176006.1,chr17,18517382,18541236,-,NONHSAG021063.3,6
NONHSAT176008.1,chr17,18517411,18551705,-,NONHSAG021063.3,8
NONHSAT176012.1,chr17,18523806,18533034,-,NONHSAG021063.3,3
NONHSAT176013.1,chr17,18610142,18625590,-,NONHSAG021068.2,3
NONHSAT176016.1,chr17,19157781,19159111,-,NONHSAG073569.2,2
NONHSAT176032.1,chr17,19577176,19647117,-,NONHSAG073574.2,2
NONHSAT176036.1,chr17,19905042,19916068,-,NONHSAG073577.1,5
NONHSAT176043.1,chr17,21211920,21212200,-,NONHSAG073581.1,1
NONHSAT176067.1,chr17,28573126,28573953,-,NONHSAG073591.1,2
NONHSAT176068.1,chr17,28724360,28727273,-,NONHSAG073592.1,5
NONHSAT176071.1,chr17,29925224,29930099,-,NONHSAG021375.2,3
NONHSAT176075.1,chr17,30881093,30892270,-,NONHSAG073595.1,2
NONHSAT176077.1,chr17,31034496,31038609,-,NONHSAG021430.2,2
NONHSAT176087.1,chr17,31862584,31878772,-,NONHSAG021453.2,8
NONHSAT176088.1,chr17,32141226,32143135,-,NONHSAG073602.1,2
NONHSAT176090.1,chr17,32256643,32267067,-,NONHSAG073604.2,2
NONHSAT176091.1,chr17,32264754,32265640,-,NONHSAG073604.2,2
NONHSAT176092.1,chr17,32334800,32339196,-,NONHSAG021473.2,3
NONHSAT176116.1,chr17,34949667,34991457,-,NONHSAG073621.1,7
NONHSAT176126.1,chr17,35755784,35756130,-,NONHSAG073629.1,1
NONHSAT176127.1,chr17,35765867,35767769,-,NONHSAG073630.1,2
NONHSAT176141.1,chr17,36504212,36504432,-,NONHSAG021605.2,1
NONHSAT176149.1,chr17,37086745,37087098,-,NONHSAG073638.1,1
NONHSAT176150.1,chr17,37293561,37852819,-,NONHSAG073639.1,3
NONHSAT176151.1,chr17,37523229,37524964,-,NONHSAG073640.1,1
NONHSAT176152.1,chr17,37538604,37540492,-,NONHSAG073641.1,2
NONHSAT176157.1,chr17,38195035,38197939,-,NONHSAG073644.1,3
NONHSAT176160.1,chr17,38681426,38706090,-,NONHSAG021663.3,3
NONHSAT176163.1,chr17,38803131,38808020,-,NONHSAG073646.1,3
NONHSAT176181.1,chr17,40113517,40114489,-,NONHSAG073657.2,1
NONHSAT176185.1,chr17,40603858,40638427,-,NONHSAG073660.1,3
NONHSAT176189.1,chr17,41500988,41502595,-,NONHSAG021775.2,3
NONHSAT176194.1,chr17,41513750,41515611,-,NONHSAG021775.2,3
NONHSAT176195.1,chr17,41513750,41518550,-,NONHSAG021775.2,7
NONHSAT176196.1,chr17,41513758,41515958,-,NONHSAG021775.2,3
NONHSAT176198.1,chr17,41609781,41611121,-,NONHSAG073662.1,5
NONHSAT176199.1,chr17,41619444,41621917,-,NONHSAG073663.1,2
NONHSAT176201.1,chr17,41802454,41807899,-,NONHSAG021787.2,3
NONHSAT176202.1,chr17,41802456,41810992,-,NONHSAG021787.2,6
NONHSAT176203.1,chr17,41834200,41836040,-,NONHSAG021790.2,1
NONHSAT176208.1,chr17,41976930,41977210,-,NONHSAG073669.1,1
NONHSAT176210.1,chr17,42113114,42114394,-,NONHSAG073671.1,4
NONHSAT176211.1,chr17,42217228,42223417,-,NONHSAG073672.1,7
NONHSAT176212.1,chr17,42222784,42223207,-,NONHSAG073673.1,1
NONHSAT176213.1,chr17,42271335,42272684,-,NONHSAG021818.3,2
