,transcript_id,freeenergy,length
NM_001114089,NM_001114089,-1151.3,2749
NM_001317941,NM_001317941,-1163,2815
NM_001007468,NM_001007468,-662.3,1722
NM_018146,NM_018146,-673.8,1770
NM_001317946,NM_001317946,-682.6,1776
NM_001317947,NM_001317947,-603.6,1525
NM_173664,NM_173664,-963.4,2436
NM_001317949,NM_001317949,-672,2343
NM_004508,NM_004508,-847.6,2996
NM_001317955,NM_001317955,-826.6,2979
NM_001317956,NM_001317956,-873.3,3113
NM_001190946,NM_001190946,-1303.2,2994
NM_001317958,NM_001317958,-829.3,2123
NM_012255,NM_012255,-1001.5,3469
NM_001199297,NM_001199297,-917.9,2840
NM_001317961,NM_001317961,-697.4,2228
NM_001317962,NM_001317962,-698.4,2487
NM_007062,NM_007062,-750.6,2631
NM_001317963,NM_001317963,-753.6,2659
NM_016460,NM_016460,-1360.17,4843
NM_001317964,NM_001317964,-1357.57,4786
NM_152285,NM_152285,-731.4,1625
NM_001317968,NM_001317968,-761.7,1698
NM_001256540,NM_001256540,-418.6,1145
NM_001256539,NM_001256539,-419.7,1148
NM_001291305,NM_001291305,-436,1179
NM_016391,NM_016391,-435.2,1236
NM_001291307,NM_001291307,-406,1116
NM_001291308,NM_001291308,-401.1,1075
NM_001317975,NM_001317975,-482.2,1325
NM_024656,NM_024656,-1525.8,3724
NM_181726,NM_181726,-324.5,953
NM_001025780,NM_001025780,-928.1,3166
NM_016014,NM_016014,-564.9,1632
NM_001317981,NM_001317981,-200.7,763
NM_001317982,NM_001317982,-194.8,745
NM_030613,NM_030613,-623.3,2442
NM_024074,NM_024074,-648.7,1640
NM_025182,NM_025182,-1243.3,3060
NM_001317991,NM_001317991,-1274.1,3059
NM_018691,NM_018691,-1154.7,4459
NM_001317996,NM_001317996,-1368.1,3758
NM_001317997,NM_001317997,-620.1,2081
NM_032307,NM_032307,-792.8,2479
NM_001284212,NM_001284212,-662.4,2392
NM_001284213,NM_001284213,-1046.9,4154
NM_032385,NM_032385,-980.1,3046
NM_001318000,NM_001318000,-671.51,2975
NM_173548,NM_173548,-867,2315
NM_001318002,NM_001318002,-901.6,2413
NM_175868,NM_175868,-674.8,1810
NM_001318006,NM_001318006,-774.2,2194
NM_024792,NM_024792,-820.4,2290
NM_001318008,NM_001318008,-704.3,1992
NM_032310,NM_032310,-415.5,973
NM_001318010,NM_001318010,-328.5,770
NM_001318011,NM_001318011,-394.6,913
NM_001318012,NM_001318012,-450.77,1830
NM_001318013,NM_001318013,-365.47,1391
NM_001318015,NM_001318015,-570.2,1349
NM_000039,NM_000039,-508.2,1239
NM_001318016,NM_001318016,-533.5,1212
NM_001318023,NM_001318023,-516.8,1181
NM_001318024,NM_001318024,-1297.5,3242
NM_174907,NM_174907,-1268.6,4993
NM_001318025,NM_001318025,-1217.9,4822
NM_001318027,NM_001318027,-1193.5,4760
NM_001318028,NM_001318028,-303.8,765
NM_201594,NM_201594,-836,1992
NM_001001502,NM_001001502,-684.4,1594
NM_017436,NM_017436,-967.9,2138
NM_001318038,NM_001318038,-963.2,2161
NM_012384,NM_012384,-1860,4296
NM_001318043,NM_001318043,-821.9,2466
NM_001318051,NM_001318051,-162.5,604
NM_001318052,NM_001318052,-1473.1,3744
NM_015689,NM_015689,-1509,3846
NM_000204,NM_000204,-611.9,2217
NM_033428,NM_033428,-714.5,2509
NM_001033,NM_001033,-936.2,3249
NM_001318083,NM_001318083,-1279.8,4021
NM_001318084,NM_001318084,-1258.3,4014
NM_145102,NM_145102,-1371.8,4240
NM_006323,NM_006323,-1285.5,4756
NM_001042734,NM_001042734,-1241.1,4651
NM_001300813,NM_001300813,-1319.4,4846
NM_014569,NM_014569,-1434.1,4361
NM_001318098,NM_001318098,-741.9,2308
NM_032429,NM_032429,-1356.9,2905
NM_001318099,NM_001318099,-1294.2,2798
NM_001318100,NM_001318100,-1360.6,2875
NM_001318101,NM_001318101,-944.3,2076
NM_001318104,NM_001318104,-822,1846
NM_001318106,NM_001318106,-840.5,1922
NM_001318105,NM_001318105,-781.3,1797
NM_001318108,NM_001318108,-820.7,1907
NM_001318107,NM_001318107,-821,1910
NM_001318109,NM_001318109,-727.9,1681
NM_001318110,NM_001318110,-776.6,1814
NM_001318111,NM_001318111,-734.8,1704
NM_001300744,NM_001300744,-1129.9,3997
NM_001077206,NM_001077206,-1179.5,4114
NM_001077208,NM_001077208,-1265,4411
NM_001077207,NM_001077207,-1281.5,4456
NM_016211,NM_016211,-1234.1,4339
NM_001318121,NM_001318121,-961.2,2253
NM_032562,NM_032562,-520.9,1577
NM_001318126,NM_001318126,-681.3,1980
NM_001318139,NM_001318139,-1744.1,4275
NM_001318156,NM_001318156,-469.6,1252
NM_001318157,NM_001318157,-875.1,2105
NM_001297605,NM_001297605,-1490,3376
NM_003942,NM_003942,-1463.8,3149
NM_001300802,NM_001300802,-1452.5,3128
NM_001178125,NM_001178125,-832.6,3188
NM_001178119,NM_001178119,-964.3,3641
NM_001099753,NM_001099753,-1001.7,2895
NM_001164164,NM_001164164,-1045.6,3426
NM_001228,NM_001228,-936.4,2914
NM_001313915,NM_001313915,-1145.1,4233
NM_001080124,NM_001080124,-873.9,2750
NM_001271846,NM_001271846,-504,1186
NM_198881,NM_198881,-717.7,2607
NM_001099751,NM_001099751,-1077.7,3094
NM_003467,NM_003467,-473.3,1691
NM_003820,NM_003820,-1648.6,3519
NM_001099752,NM_001099752,-1078,3097
NM_080805,NM_080805,-1194.2,2816
NM_001318368,NM_001318368,-924.5,3098
NM_004836,NM_004836,-1432.4,4659
NM_001252150,NM_001252150,-679.9,2104
NM_001130103,NM_001130103,-1346.4,3148
NM_001178116,NM_001178116,-991.3,3689
NM_001099645,NM_001099645,-499.8,1978
NM_001308824,NM_001308824,-554.4,2141
NM_001252151,NM_001252151,-1383,4865
NM_005850,NM_005850,-698.69,2001
NM_001256707,NM_001256707,-344,1541
NM_001042529,NM_001042529,-855.2,2182
NM_001252152,NM_001252152,-1386.8,4853
NM_001256712,NM_001256712,-307.5,1336
NM_004694,NM_004694,-1049,3828
NM_001278172,NM_001278172,-770.2,2592
NM_001034914,NM_001034914,-1206.5,2735
NM_018312,NM_018312,-1427.4,4992
NM_001006944,NM_001006944,-1453.9,3131
NM_001012752,NM_001012752,-959.9,3629
NM_001008540,NM_001008540,-526.1,1912
NM_001282913,NM_001282913,-871.5,3520
NM_001099754,NM_001099754,-1002,2898
NM_138570,NM_138570,-1435,3121
NM_001260,NM_001260,-923.2,3101
NM_001178122,NM_001178122,-915.9,3467
NM_032295,NM_032295,-958.7,3064
NM_001318367,NM_001318367,-319.2,1506
NM_001287498,NM_001287498,-1054.5,3318
NM_001256711,NM_001256711,-354.9,1579
NM_001178124,NM_001178124,-884.1,3365
NM_001005526,NM_001005526,-187.5,665
NM_001318185,NM_001318185,-1531.8,3915
NM_001080125,NM_001080125,-938.6,2938
NM_001256709,NM_001256709,-366.95,1609
NM_001256706,NM_001256706,-326.85,1468
NM_001042532,NM_001042532,-907.7,2314
NM_001178121,NM_001178121,-930,3539
NM_012433,NM_012433,-1215.8,4338
NM_001035513,NM_001035513,-805.1,2699
NM_032601,NM_032601,-232,875
NM_003841,NM_003841,-534.1,1512
NM_001160329,NM_001160329,-1094.5,2493
NM_001029839,NM_001029839,-669.4,2203
NM_022755,NM_022755,-1594.1,4401
NM_080802,NM_080802,-1282.2,2990
NM_080605,NM_080605,-1301,2793
NM_001099756,NM_001099756,-963.9,2969
NM_014885,NM_014885,-323,1457
NM_001114633,NM_001114633,-1165.2,2752
NM_001012750,NM_001012750,-965.1,3644
NM_025233,NM_025233,-1017.3,2574
NM_173826,NM_173826,-1011,3702
NM_033215,NM_033215,-1554,3448
NM_033358,NM_033358,-328,1123
NM_001282914,NM_001282914,-995.2,3626
NM_004183,NM_004183,-981.2,2690
NM_207113,NM_207113,-1068,3366
NM_001139443,NM_001139443,-1042.9,2852
NM_001099755,NM_001099755,-930.8,2693
NM_001282915,NM_001282915,-854.4,3444
NM_001178120,NM_001178120,-935.2,3554
NM_003840,NM_003840,-1170.7,3569
NM_001287344,NM_001287344,-859.1,2767
NM_213606,NM_213606,-1387.77,4622
NM_033356,NM_033356,-842.9,2655
NM_001099744,NM_001099744,-1189.9,3251
NM_001284296,NM_001284296,-1432,3586
NM_001160328,NM_001160328,-1139.4,2857
NM_033355,NM_033355,-879.6,2769
NM_001184745,NM_001184745,-1020.4,2505
NM_001037984,NM_001037984,-2172.3,4540
NM_001077710,NM_001077710,-1318.1,3963
NM_005470,NM_005470,-997.4,3725
NM_001318361,NM_001318361,-1445.3,3103
NM_015634,NM_015634,-735.8,2548
NM_024860,NM_024860,-966.7,2924
NM_001160305,NM_001160305,-1010.8,2996
NM_016046,NM_016046,-336.9,1156
NM_001318362,NM_001318362,-313.3,1081
NM_001318363,NM_001318363,-300.8,1027
NM_001318365,NM_001318365,-402.6,1317
NM_001318366,NM_001318366,-341.2,1163
NM_173674,NM_173674,-707.3,2063
NM_005702,NM_005702,-692.6,1923
NM_001317985,NM_001317985,-685.9,1920
NM_001317986,NM_001317986,-613.7,1674
NM_080820,NM_080820,-482.5,1387
NM_176795,NM_176795,-546.9,1268
NM_005343,NM_005343,-443.6,1091
NM_001130442,NM_001130442,-510.7,1186
NM_001318088,NM_001318088,-1038.7,2522
NM_001318087,NM_001318087,-1030.4,2502
NM_000543,NM_000543,-1024.2,2482
NM_001007593,NM_001007593,-1024.6,2479
NM_000600,NM_000600,-317.4,1197
NM_001318151,NM_001318151,-364.5,1058
NM_003776,NM_003776,-572.8,1408
NM_001318152,NM_001318152,-333,1028
NM_031262,NM_031262,-895.2,3063
NM_002140,NM_002140,-910,3123
NM_001318186,NM_001318186,-807.1,2830
NM_001318187,NM_001318187,-821.9,2890
NM_001318188,NM_001318188,-831.9,2902
NM_002528,NM_002528,-496.3,1100
NM_001318193,NM_001318193,-415.2,929
NM_001318199,NM_001318199,-565.2,2516
NM_001318203,NM_001318203,-1300.2,4438
NM_145206,NM_145206,-1297,4417
NM_001318205,NM_001318205,-1299.7,4428
NM_001318217,NM_001318217,-373.6,925
NM_001318230,NM_001318230,-1112.8,2443
NM_001318238,NM_001318238,-751.3,1981
NM_001318239,NM_001318239,-641.6,1754
NM_001318249,NM_001318249,-679.4,1849
NM_014298,NM_014298,-968.4,2385
NM_001242539,NM_001242539,-1139.9,3819
NM_182764,NM_182764,-1348.8,4021
NM_001318253,NM_001318253,-1408.9,4193
NM_172002,NM_172002,-358.6,1133
NM_001318314,NM_001318314,-326.7,988
NM_001318316,NM_001318316,-237.7,887
NM_001318325,NM_001318325,-1457.87,4256
NM_139052,NM_139052,-998.1,3131
NM_006951,NM_006951,-1050.9,3297
NM_001318327,NM_001318327,-1297.5,4208
NM_024948,NM_024948,-629,2419
NM_001318330,NM_001318330,-609.5,2367
NM_001318388,NM_001318388,-1387.8,3306
NM_177533,NM_177533,-406.1,867
NM_006034,NM_006034,-1407.2,3365
NM_001318390,NM_001318390,-1486.9,3560
NM_000672,NM_000672,-410.3,1400
NM_001258323,NM_001258323,-1429.7,3440
NM_001318380,NM_001318380,-481.1,1042
NM_032830,NM_032830,-695.4,2268
NM_001258321,NM_001258321,-1560.4,3683
NM_001258320,NM_001258320,-1536.7,3759
NM_017746,NM_017746,-902.3,3129
NM_001318385,NM_001318385,-1542.1,3644
NM_001258324,NM_001258324,-1510.4,3567
NM_001161586,NM_001161586,-879.1,2329
NM_001318374,NM_001318374,-1269.2,4626
NM_001318382,NM_001318382,-1535.7,4991
NM_024109,NM_024109,-619.3,1617
NM_001318391,NM_001318391,-681.9,2214
NM_031948,NM_031948,-634.8,1485
NM_001318395,NM_001318395,-554.3,1322
NM_017525,NM_017525,-2344.4,4945
NM_017971,NM_017971,-244.2,749
NM_001318511,NM_001318511,-1589,3598
NM_001318494,NM_001318494,-344.7,999
NM_173802,NM_173802,-681.4,2183
NM_001318480,NM_001318480,-2148.4,4445
NM_024580,NM_024580,-1082.9,3685
NM_015516,NM_015516,-1169.2,2725
NM_001281737,NM_001281737,-687.2,2255
NM_018986,NM_018986,-2108.9,4362
NM_001281738,NM_001281738,-534.5,1952
NM_001135863,NM_001135863,-634.5,2122
NM_001258210,NM_001258210,-1099.1,2682
NM_001318479,NM_001318479,-1072.9,2590
NM_014425,NM_014425,-1532,4980
NM_001318478,NM_001318478,-1175.1,2779
NM_080632,NM_080632,-611.5,2404
NM_001318490,NM_001318490,-398.1,1149
NM_016474,NM_016474,-924.3,2975
NM_001127716,NM_001127716,-353.2,1222
NM_016146,NM_016146,-455.1,1278
NM_001985,NM_001985,-381.7,933
NM_001040610,NM_001040610,-1042.3,3532
NM_024558,NM_024558,-493.2,1784
NM_198443,NM_198443,-278.2,633
NM_000126,NM_000126,-395.5,1369
NM_153369,NM_153369,-1211.6,3930
NM_001318492,NM_001318492,-479.6,1385
NM_001318477,NM_001318477,-1419.2,3579
NM_181644,NM_181644,-1357.7,4114
NM_001318031,NM_001318031,-1214.4,3515
NM_020436,NM_020436,-1685.4,4826
NM_153688,NM_153688,-847.4,3390
NM_001318469,NM_001318469,-860.4,3409
NM_001318473,NM_001318473,-818.4,3282
NM_001318474,NM_001318474,-806.3,3263
NM_001318475,NM_001318475,-842.4,3421
NM_001318476,NM_001318476,-854.4,3407
NM_001318485,NM_001318485,-387.4,1083
NM_006531,NM_006531,-824.2,3195
NM_001318491,NM_001318491,-808.3,3138
NM_001318493,NM_001318493,-921.4,3523
NM_048368,NM_048368,-1614.8,3602
NM_001193529,NM_001193529,-498,1787
NM_080841,NM_080841,-945.9,3153
NM_001308173,NM_001308173,-1200.4,3185
NM_002836,NM_002836,-1120.7,3637
NM_001318536,NM_001318536,-639.5,2032
NM_001134296,NM_001134296,-1157.8,3683
NM_001271606,NM_001271606,-557.7,1727
NM_172353,NM_172353,-864.5,3219
NM_023039,NM_023039,-616.6,2198
NM_002849,NM_002849,-1005.5,3516
NM_001193484,NM_001193484,-1200.8,4460
NM_004715,NM_004715,-1671.1,3765
NM_006055,NM_006055,-1241.5,4620
NM_001308268,NM_001308268,-1904.4,4965
NM_006584,NM_006584,-526.9,1898
NM_018697,NM_018697,-1547.1,4353
NM_001318533,NM_001318533,-765.9,2348
NM_001025205,NM_001025205,-738.7,1952
NM_002846,NM_002846,-1675.4,3801
NM_006585,NM_006585,-579.3,2007
NM_001025579,NM_001025579,-815.3,2442
NM_001136574,NM_001136574,-1204.3,4531
NM_001316677,NM_001316677,-954.7,3059
NM_003664,NM_003664,-1112.5,4060
NM_001166285,NM_001166285,-727.7,2044
NM_001291982,NM_001291982,-954.5,3232
NM_017969,NM_017969,-890.7,3000
NM_002842,NM_002842,-1583.9,3928
NM_172361,NM_172361,-855.9,3177
NM_005608,NM_005608,-426.4,917
NM_018381,NM_018381,-867.9,2150
NM_001142401,NM_001142401,-771.9,3089
NM_001009186,NM_001009186,-759.7,2547
NM_001271769,NM_001271769,-1114.4,4072
NM_000574,NM_000574,-732.7,2796
NM_002389,NM_002389,-914.8,3402
NM_001306155,NM_001306155,-1066.7,3366
NM_001193482,NM_001193482,-1160.2,4339
NM_001762,NM_001762,-795.7,2682
NM_030808,NM_030808,-809.5,2407
NM_001318508,NM_001318508,-863,2445
NM_001297590,NM_001297590,-1174.5,3292
NM_001001548,NM_001001548,-1201.2,4727
NM_172359,NM_172359,-891.5,3309
NM_001318091,NM_001318091,-418.5,1557
NM_024565,NM_024565,-1244.67,3329
NM_006803,NM_006803,-1131.3,3624
NM_017868,NM_017868,-766.6,2330
NM_002611,NM_002611,-1066,2674
NM_001318090,NM_001318090,-391.2,1425
NM_015013,NM_015013,-1050.8,3053
NM_012305,NM_012305,-1918.9,4671
NM_001002924,NM_001002924,-449.9,1665
NM_172352,NM_172352,-889.6,3312
NM_001025159,NM_001025159,-602.1,1698
NM_012099,NM_012099,-1173.1,3286
NM_001318539,NM_001318539,-972.2,3650
NM_001190202,NM_001190202,-729.6,1981
NM_001306156,NM_001306156,-1120.9,3531
NM_198511,NM_198511,-1104.8,3342
NM_015702,NM_015702,-390,1466
NM_001242837,NM_001242837,-1919.5,4674
NM_001300903,NM_001300903,-783.6,2911
NM_001256721,NM_001256721,-669.9,2262
NM_001311198,NM_001311198,-777,2033
NM_152731,NM_152731,-764.6,2727
NM_173815,NM_173815,-845,2296
NM_003690,NM_003690,-522.9,1826
NM_001193483,NM_001193483,-1266.8,4484
NM_001136575,NM_001136575,-1200.3,4526
NM_001318094,NM_001318094,-413.4,1521
NM_005998,NM_005998,-710.5,2107
NM_152547,NM_152547,-1317,3520
NM_001282907,NM_001282907,-712.5,2315
NM_002612,NM_002612,-982.5,3710
NM_130787,NM_130787,-1469.4,3433
NM_004987,NM_004987,-1158.3,4369
NM_001282908,NM_001282908,-586.5,2032
NM_001278512,NM_001278512,-1421.2,3828
NM_001190201,NM_001190201,-792,2171
NM_006429,NM_006429,-693.4,1948
NM_006430,NM_006430,-688.1,2352
NM_001098503,NM_001098503,-1112.8,3193
NM_006431,NM_006431,-554.5,1962
NM_001142403,NM_001142403,-639.1,2532
NM_001193488,NM_001193488,-1184.1,4407
NM_001150,NM_001150,-1361.94,3740
NM_001199900,NM_001199900,-372.8,987
NM_001318093,NM_001318093,-449.7,1670
NM_001395,NM_001395,-1169.4,2394
NM_001278549,NM_001278549,-1319.7,4734
NM_001316362,NM_001316362,-562.8,1945
NM_012073,NM_012073,-1120,3699
NM_001306154,NM_001306154,-1062.3,3534
NM_001139517,NM_001139517,-535.9,1906
NM_001199898,NM_001199898,-1062.9,2712
NM_001199899,NM_001199899,-988.3,2511
NM_001114752,NM_001114752,-771.4,2914
NM_001139518,NM_001139518,-408.3,1627
NM_172351,NM_172351,-905.8,3357
NM_001308245,NM_001308245,-588.8,1646
NM_005842,NM_005842,-732,2275
NM_002610,NM_002610,-1297.2,4674
NM_019009,NM_019009,-1516.1,3665
NM_001814,NM_001814,-592.4,1938
NM_001318498,NM_001318498,-318.4,1055
NM_001318499,NM_001318499,-337.5,1120
NM_001318500,NM_001318500,-207.1,724
NM_001318502,NM_001318502,-1485.7,3411
NM_001318503,NM_001318503,-1208.1,2448
NM_031478,NM_031478,-828.1,1939
NM_001318505,NM_001318505,-846.6,2718
NM_001318506,NM_001318506,-827.3,2235
NM_001972,NM_001972,-469.4,1020
NM_001318507,NM_001318507,-880.1,2006
NM_001012759,NM_001012759,-784.7,1793
NM_001012762,NM_001012762,-752.1,1734
NM_001318513,NM_001318513,-756.5,1714
NM_001318514,NM_001318514,-1496.7,3675
NM_031432,NM_031432,-896.3,2191
NM_001135954,NM_001135954,-859.3,2096
NM_001261450,NM_001261450,-883.6,2164
NM_001261451,NM_001261451,-904.4,2206
NM_001318519,NM_001318519,-868.4,2122
NM_000508,NM_000508,-1042.1,3692
NM_021871,NM_021871,-671.7,2248
NM_001318524,NM_001318524,-941.1,2250
NM_016209,NM_016209,-931.5,2232
NM_001318525,NM_001318525,-930,2229
NM_001318526,NM_001318526,-963.2,2294
NM_001318527,NM_001318527,-1063.9,2566
NM_001318528,NM_001318528,-929.3,2209
NM_001318530,NM_001318530,-927.8,2206
NM_001318532,NM_001318532,-1053.8,2545
NM_001318708,NM_001318708,-618.9,2010
NM_001318707,NM_001318707,-621.6,1990
NM_013326,NM_013326,-679.3,2226
NM_018380,NM_018380,-997.8,2610
NM_199289,NM_199289,-818,2963
NM_005195,NM_005195,-563,1269
NM_001318720,NM_001318720,-846.8,2442
NM_004941,NM_004941,-1412.9,4269
NM_019082,NM_019082,-1146.3,2889
NM_022822,NM_022822,-1292,3067
NM_001242384,NM_001242384,-858.4,2504
NM_005550,NM_005550,-1563.3,3366
NM_024119,NM_024119,-1084.4,2631
NM_004818,NM_004818,-1149.3,3288
NM_182540,NM_182540,-1129.8,3852
NM_030653,NM_030653,-1597.3,3947
NM_138615,NM_138615,-1738.8,4104
NM_001113575,NM_001113575,-514.5,2138
NM_001252296,NM_001252296,-977,3647
NM_004398,NM_004398,-904.3,3289
NM_001098504,NM_001098504,-1496.17,4811
NM_001318734,NM_001318734,-1273.2,3030
NM_022779,NM_022779,-1159.2,3285
NM_024089,NM_024089,-637.5,2129
NM_003587,NM_003587,-1349.2,3477
NM_001300853,NM_001300853,-463.5,1999
NM_001134774,NM_001134774,-1171.4,2733
NM_001318716,NM_001318716,-908,2569
NM_001318721,NM_001318721,-839.1,2417
NM_145057,NM_145057,-447.2,904
NM_001357,NM_001357,-1348.6,4543
NM_024612,NM_024612,-1004.4,3682
NM_020414,NM_020414,-934.5,2967
NM_001257189,NM_001257189,-1098.8,2769
NM_001193417,NM_001193417,-1282.1,4617
NM_001285878,NM_001285878,-980.8,2113
NM_001114397,NM_001114397,-954.3,3583
NM_019892,NM_019892,-1486.5,3414
NM_004728,NM_004728,-1269.9,4720
NM_001257144,NM_001257144,-1536,3823
NM_021620,NM_021620,-1434.5,3204
NM_001014451,NM_001014451,-550.8,1736
NM_032656,NM_032656,-1965.8,4568
NM_001130100,NM_001130100,-1583.4,3411
NM_080598,NM_080598,-711.8,2044
NM_018180,NM_018180,-838.2,3070
NM_001242395,NM_001242395,-926.8,2692
NM_016222,NM_016222,-806.5,2118
NM_007372,NM_007372,-1292.9,4032
NM_004399,NM_004399,-1522.2,3797
NM_001014449,NM_001014449,-552.9,1726
NM_001318736,NM_001318736,-657.6,2881
NM_021931,NM_021931,-1143,3336
NM_007242,NM_007242,-574.1,1829
NM_001358,NM_001358,-828.4,3019
NM_001256910,NM_001256910,-1331.1,4839
NM_153836,NM_153836,-1079.2,3488
NM_014681,NM_014681,-1878.8,4390
NM_001134776,NM_001134776,-1209.6,2972
NM_016355,NM_016355,-513.6,1836
NM_019070,NM_019070,-784.7,1836
NM_006773,NM_006773,-974.54,3790
NM_001302552,NM_001302552,-675.9,2470
NM_001193416,NM_001193416,-1297.9,4662
NM_001282236,NM_001282236,-678.6,2217
NM_005760,NM_005760,-823.7,3341
NM_152438,NM_152438,-1585.6,3942
NM_133637,NM_133637,-965.4,2650
NM_019030,NM_019030,-1173.3,4491
NM_016506,NM_016506,-882.7,2526
NM_198963,NM_198963,-1402.8,4845
NM_001318717,NM_001318717,-866.2,2490
NM_004660,NM_004660,-1213.4,4508
NM_020865,NM_020865,-962.8,3625
NM_001302623,NM_001302623,-1280.6,3875
NM_001242394,NM_001242394,-988.9,2896
NM_203499,NM_203499,-1264.8,3961
NM_001318738,NM_001318738,-405,1629
NM_152243,NM_152243,-964.3,2182
NM_003948,NM_003948,-1274.17,4717
NM_138620,NM_138620,-847.8,2408
NM_024045,NM_024045,-714.3,2575
NM_005804,NM_005804,-588.4,1558
NM_001318732,NM_001318732,-675.3,2272
NM_012121,NM_012121,-1273.4,3121
NM_006779,NM_006779,-865.1,2043
NM_001318724,NM_001318724,-883,2522
NM_001134775,NM_001134775,-1251.3,3093
NM_014314,NM_014314,-1338.3,4759
NM_004396,NM_004396,-1067,3769
NM_001257175,NM_001257175,-532.1,1633
NM_024072,NM_024072,-1832.1,4401
NM_004196,NM_004196,-421.1,1619
NM_001130099,NM_001130099,-1505.7,3355
NM_001166301,NM_001166301,-940.4,3451
NM_001285829,NM_001285829,-1286.5,2631
NM_001806,NM_001806,-1087.7,3784
NM_001257145,NM_001257145,-1532.5,3737
NM_001111322,NM_001111322,-1832.2,4404
NM_016508,NM_016508,-385.4,1632
NM_001190809,NM_001190809,-1118.9,3243
NM_013264,NM_013264,-582.6,1850
NM_001291510,NM_001291510,-1207.9,4611
NM_001318719,NM_001318719,-849.8,2448
NM_017895,NM_017895,-900.4,2711
NM_001099286,NM_001099286,-511.7,1835
NM_001278720,NM_001278720,-708.5,1480
NM_006386,NM_006386,-1491.27,4805
NM_007204,NM_007204,-1113.6,3513
NM_175066,NM_175066,-1935,4738
NM_004640,NM_004640,-745.1,2174
NM_003159,NM_003159,-1002.6,3434
NM_001318521,NM_001318521,-839.2,3127
NM_001318523,NM_001318523,-523.8,2131
NM_145241,NM_145241,-1992.44,4953
NM_001012361,NM_001012361,-1995.14,4956
NM_001006615,NM_001006615,-1952.24,4823
NM_001318710,NM_001318710,-1501,3396
NM_001318711,NM_001318711,-1548.4,3557
